username,date,review_text,rating,source
bickerlikeflame,,An interesting romance film.,140.0,ltbx
_momay,,nakakairita lang si darren espanto dito sarap awayin,100.0,ltbx
sph_inx_,,watched this movie in cinemas with my friends back in 2018... i remember a lot of ppl was crying during the film and im just sitting there holding back my laugh...,40.0,ltbx
savinqface,,tangina dapat talaga inantay ko nalang to sa netflix noon sayang pera wahahaha joke lng pi,80.0,ltbx
favorite_of_urs,,Kathryn Bernardo supremacy!!!,160.0,ltbx
sairawr,,I loved it until <s>darren</s> amsterdam happened,120.0,ltbx
chishiya,,kathryn’s acting made this movie tolerable to watch,100.0,ltbx
wellerskie,,kathryn was diagnosed with scoliosis after carrying this movie alone,160.0,ltbx
lodicakes,,this had me bawling <///3,200.0,ltbx
stylilish,,"i doubted this movie at first since the plot didn't seem interesting much for me but now its one of those movies that i probably wont get tired of watching again. credits to kathryn for carrying this movie fr shes a real hero, i do have to say the ending was quite underwhelming it was SOOOO good until they went to Amsterdam i felt that was so random and they just dragged the plot",140.0,ltbx
doublechin52,,3 stars for madam kathryn's acting HUHU galing! ,140.0,ltbx
jinichi,,"ang ganda na sana ng last minutes, pero bakit parang nanunuod ako ng magpakailanman sa end credits.",140.0,ltbx
khyuromi,,"Tulips, so true ",120.0,ltbx
hotdamnitspaulo,,weird lang nung third act lol pero pwede naman na. and as always galing ni kathryn.,140.0,ltbx
00kae,,this film is my guilty pleasure because i kept going back to the same person who destroyed me before yess manipulate me baby yes ugh gaslight me all u can Yes babyedit: pakyu ka pala juan miguel severo sex predatoredit ulit: pUTANGINA MO DJ CHEATER GROOMER PREDATOR K RIN HAYUF,80.0,ltbx
jemmyworms,,"""made me cry"" is something i say a lot but yes, this made me cry. i needed more of their happily ever after. haha",180.0,ltbx
otonablue,,stfu primo,80.0,ltbx
nlcolekidwoman,,kathryn's acting >>>>,160.0,ltbx
filmrolls,,yeah i teared up during the scene where george finds primo’s letter in the vinyl that he gave to her for her birthday and what about it? ,200.0,ltbx
sexycowgirl,,she let a guy named primo ruin her life…..like cousin??? kuya cousin,,ltbx
kirstenangel,,keri lng,80.0,ltbx
raj_mohan,,I really liked this pair since that 'dating gangster' movie3.75/5,140.0,ltbx
impxxlse,,guilty pleasure ko po kathniel,200.0,ltbx
hoesmad,,prolly became a hopeless romantic after this movie GDHSFH,200.0,ltbx
ayenpery,,"- pero aminin mo, proud ka sakin. di na ako tanga.- di ka naman masaya.i've had this exact same conversation with my best friend a month ago and it's a little eerie anyway don't watch this if you're trying to get over your ex",140.0,ltbx
carlisun,,The second highest grossing movie of the Philippines of all time is indeed a gem. The Hows of Us is in fact an anti-love story. The movie explores not the best moments in a relationship but sets it’s focus on the moments that were the beginning of the end. The calm vibe and the direct confrontations of the couple make the movie captivating and leave a bitter taste. Bernardo and Padilla act so damn good in this film that I had to check if they indeed broke up in real life. So many emotional moments and the question “Who’s right?” pull the viewer into the story. The rain scene is one of the most legendary moments in Filipino cinema for me. So many emotions with so less words really got me. I really loved the movie and can understand why every Filipino I met recommended me this masterpiece. It’s worth watching!,160.0,ltbx
elasticnoodles,,im hurt very hurt,140.0,ltbx
ebolusyon,,puking ina mo primo,120.0,ltbx
vanteflies,,pakyu primo,80.0,ltbx
davoarid,,"Perhaps the most formally assured of these--Garcia-Molina plays with temporality in interesting ways, and utilizes spaces extremely well, using set design to suggest barriers between her leads--and these are my favorite KathNiel performances so far, but, I found the story a bit too busy, cramming extra sub-plots (a health scare AND a long-lost father?) that distract from the central relationship (and they do much more than merely distract: they actively conspire against it, as it keeps alive the dream that external events could solve the problems in their relationships....which is never the case, the changes must come from within!)But perhaps I'm being harsh, as this is a serious, adult drama (albeit with moments of levity), one that isn't content with the rosy-eyed ""relationships are easy"" view (nor one that ignores its characters material circumstances; money pressures drive all the key events in the film).",140.0,ltbx
a_ugust,,"galing talaga ni direk cathy, pero darren why?!?",200.0,ltbx
patrickgamba,,Lines were crossed in this movie.,160.0,ltbx
downtownabi,,"parang di naman najustify yung sa letter sa ending at yung full story behind sa nakita ni george. kung nakikita nya na ganon na pala si george at nahihirapan, bat di sya nagtry noon. feel ko mas effective yung balikan nila kung ginawa nila yon sa amsterdam or kung san man medyo mahaba kasi lol. onti lang pake ko sa kapatid nya sana inalis nalang nila yon. i actually liked na may comedic at dramatic part sa movie. yung acting ni daniel is okay rin naman for me, maybe because ngayon lang ulit ako nakanood ng movie nya and kay kathryn na nagdala. di ko alam kung sadya ba na ganon yung reaction ni primo pag umiiyak si george sa harap nya.",140.0,ltbx
aalmac,,i watch this whenever i want to cry and it always workssuper ganda in the beginning but the ending meh it was still good but primo was trash kath carried <3,160.0,ltbx
squigglysage,,"Light romantic comedy. Starting to like these two actors. Yes, you would say that it's just another love story. What I like about it is that, while it does look deeper into why relationships fail, it does so in a lightheartedly manner, that you'd end up cheering at the happy ending.",160.0,ltbx
reanna,,i cant stop crying no matter how many times i watch this plssss leave me alone kathniel sinira niyo buhay ko,160.0,ltbx
alexas,,kathniel gets everything they want idc,120.0,ltbx
reginaphalange_,,tang ina mo primo,60.0,ltbx
dunkphys,,fuck you primo,120.0,ltbx
sumisiklab,,really can’t count how many times i rewatched this movie ⁉ primo wala nga kasing mararating ang lintek na passion na yan!,,ltbx
wordsandcolors,,wouldve been higher if they never got back together,100.0,ltbx
jelz,,sobrang fresh pa rin ng memory ko nung pinanuod namin to like badtrip ako pero di ko lang pinaramdam kasi puta inaway ako dahil di ko sinamahan si someone na bumili ng pagkain HUH di naman ako nag utos plus ramdam kong sobrang pilit lahat ng gestures niya idk the vibes were off and i should know kasi malakas intuition ko BABAHAHAHA anw i love kathryn <333,100.0,ltbx
mossnibbler,,sadboi na manipulative at ang corny umarte ni daniel amputa,100.0,ltbx
helloiana,,"tang ina, primo!!!",,ltbx
kyuebi,,could rewatch over and over,200.0,ltbx
kizimndz,,"why would u go back to a person who drained u emotionally and mentally,,",140.0,ltbx
marimar_,,"""I feel like I'm missing out on something that matters more""AGUY",200.0,ltbx
jilltyra,,tangina naman,,ltbx
sapph1c,,sawa na ko sa sadboy!daniel padilla,40.0,ltbx
mmelch,,ang galing ni kathryn. yun lang.btw 3 1/2 lang because i’m not used to daniel padilla yet as the leading man so it was hard for me to really appreciate his character.,140.0,ltbx
ubes,,ano yun,20.0,ltbx
d1sc0rdk1tt3n,,plot was meh. kathryn bernardo needs back surgery after carrying this whole film.,100.0,ltbx
inksandfilms,,Panira si Darren.Parang Sana Maulit Muli lang.,80.0,ltbx
raialucienne,,darren & kit ,80.0,ltbx
ericasarte,,lamon na lamon talaga ni kathryn si daniel dito. bakit naman pinatayo lang ni direk cathy si daniel sa ulan scene lmao.IN CONCLUSION: KATHRYN BERNARDO CARRIED THE WHOLE FILM.,80.0,ltbx
tudsieroll,,"One of Kathniel’s better films to date.Good twist, great acting, amazing plot.",160.0,ltbx
1jaclynng,,I just know they’ll break up again,80.0,ltbx
03dr,,alam mo palibhasa kasi  you know how to get me na  one smile  one post  one look  wala  my world  starts revolving  around you again  i'm smart  naman pero when it comes to you  ewan ko  i'm natatanga  cringe,140.0,ltbx
moilog,,could've been better,80.0,ltbx
kga1n,,It's just Kathryn carrying the whole thing,120.0,ltbx
graziedarl,,"Giving this 2.5 stars just because Kathryn did well and the screenplay was on point. Okay, I cried.It was not bad but not enough to make me love Kathniel. Hello,Love, Goodbye is better. Period.",100.0,ltbx
cyg,,Tama si Kathryn!!! Paano n'yo nakakayang panuorin s'yang magkandakuba may maipantubo lang sa putanginang pelikulang ito?!?!??,180.0,ltbx
jemeleneom,,"the first time i watched this, the movie instantly became a favorite. upon revisiting and reflecting on the plot though, i kinda wish george didnt go back to primo lolgeorge was never given an opportunity to fully heal from the trauma and pain caused by her and primo’s relationship, which i think was something that could have been explored instead of salvaging a relationship that was realistically irreparable anyway :/kathryn was amazing here though !! also, i like how they casted maricel soriano as her mom here, i could see the resemblance in their mannerisms and body language. darren however… daniel couldve done better",100.0,ltbx
orbskie,,"“What if we held on and rode the tide together? Will we also get to where we are right now?”Whew, this wasn’t the feel-good movie I expected it to be hahahaha. Ayoko na nga mainlove eh!!! Hahaha. Always ALWAYS love Kathryn Bernardo’s acting, si DJ kebsFave scene yung nagjjoke sila habang nagbbike around Amsterdam. It’s the type of jokes I’m used to pero di siya funny hahaha. Napaka-natural lang. Happy 2022! Tandaan na ang araw ay sisikat muli.",100.0,ltbx
ninthouse,,it pained me to watch her skip the nmat just to take care of her drunk boyfriend,80.0,ltbx
nishignome,,primo abusive,120.0,ltbx
cloudreus,,"i love kathryn in this film she's an actor indeed. in this film, she proved that she can act excellently.daniel is still daniel he did his part well he's also great but it's not new. it's still the same character as i've seen on can't help falling in love. he's acting somehow on that 'pagod na pagod na'ko' scene where kath is giving everything and his like, ""ayaw mo na, jo?"" the energy is just so low i have to laugh.the story is good because it's reality, it's happening to some relationships out there.another thing, maganda sana kaso nung pumasok si darren wala na uwian na. i love darren but not in this film. idk his character is just wtf but ok.also, this film made me hate rain. and can we stop making the rain confrontation dramatic scenes? it's overused.",140.0,ltbx
thydg,,"kathniel's best work together imo! iba rin talaga ang kathryn bernardo, napakahusay! nakakatuwa ang growth.edit: minus one kasi putangina mo ulit juan miguel severo 'di ko na kayang mapanood ulit 'to kasi makikita ko napagkapangit-pangit mong pagmumukha hayop ka",100.0,ltbx
gelleers,,u can learn a lot from this movie,200.0,ltbx
yrlybyrd,,"2 stars for kathryn, could've been better, sapaw yung subplot ni darren",80.0,ltbx
_jackief,,sakit siguro ng likod ni kathryn kakabuhat neto,120.0,ltbx
athea,,mukhang mabaho si daniel,,ltbx
paolodlreyes,,"While I’m not their biggest fan, nothing beats the sure-kill chemistry between its equally charming stars. It’s the kind of familliar stories you’d always want to root for.",100.0,ltbx
drickalick,,"Kathryn Bernardo is ETHEREAL, and Daniel Padilla is JUST SOME GUY.",160.0,ltbx
rosazula,,Iconic rain scene. Bwiset yang Amsterdam side plot. Actually happy na nagkatuluyan sila sa huli pero sana binigyan ng focus yung redemption ni Primo.,140.0,ltbx
tashamaria,,i cried a lot  very emotional watch,140.0,ltbx
nikisamardzic,,"Mikko : ""George, katakan yang sebenarnya. Untuk apa garis ini?""George : ""Untuk Primo. Untuk mengingatkannya bahwa dia memiliki batasan.Mikko : ""Hmm, ini bukan untuk menghentikan Primo yang datang kedalam hidupmu lagi. Ini untuk menghentikanmu agar tidak jatuh cinta lagi padanya.""Awee : ""Karna ketidakhadiran membuat hati semakin dekat, tetapi kehadiran menempatkan hati dalam bahaya.The Hows of Us (2018) bercerita tentang sepasang kekasih yang pernah saling mencintai, kemudian putus dan bersatu kembali. Terdengar simpel, sederhana dan sudah ketebak. Tapi yang membuat film ini berbeda dengan drama percintaan pada umumnya adalah pengemasannya. Pemilihan kata dalam dialognya yang sempurna, banyak yang relate dengan kisah seperti ini dan film ini juga sangat jujur dan realistis. Cathy Garcia-Molina berhasil mengangkat kisah biasa yang sering dialami dalam hubungan, sesuai realita, namun dikemas dengan sangat baik. Film kedua dari sutradara perempuan Filipina Cathy Garcia-Molina yang aku tonton. Berawal dari Hello, Love, Goodbye (2019) dengan soundtracknya ""Ikaw At Ako"" yang masih terngiang-ngiang dikepala menuntunku ke film ini, dan aku ketagihan dengan caranya bertutur dalam filmnya, jujur aku menikmatinya. The Hows of Us (2018) juga kabarnya memecahkan banyak rekor perfilman di Filipina dan menjadi film terlaris sepanjang masa di Filipina.Duet Kathryn Bernardo dan Daniel Padilla udah kayak benar-benar pasangan pada umumya, natural kali gak lebay dan berlebihan. Oh ya baru tau juga aku kalo mereka katanya dinobatkan sebagai pasangan klop yang sering dipasangkan diberbagai serial drama dan film. Kalo di Indo mungkin kayak Rizky Nazar sama Michelle Ziudhit kali ya, yang selalu jadi pasangan di FTV, film, atau series. Makanya chemistri mereka berdua udah matang kali.",160.0,ltbx
andmadethemcry,,kathryn carried,140.0,ltbx
13thdae,,PUTANGINANG PASSION YAN wahahahaha,120.0,ltbx
muff1n_,,SOOOOOO EMOTIONAL OMGA,200.0,ltbx
_jackief,,TANGINA KATH BAKIT MO BINALIKAN,,ltbx
olivegreen,,i love and hate this film,120.0,ltbx
meovvn,,ang ganda niya until pumunta silang ibang bansa at dami nang lines ni darren pakitakpan nga bibig nyan,120.0,ltbx
sptnk,,AHH KATHRYN,40.0,ltbx
bananachips,,"kathryn ATE!!!! daniel was ok i guess..bale yung reklamo ko lang dito is yung sabi ni odette khan sa credits na ""same parin yung paghihirap na mararanasan if you stayed together"" ... and uhm no??? the only reason primo changed was when george left him and he had to go to italy ",160.0,ltbx
letusprei,,si darren sa movie nato ay parang si bbm walang nagawa at walang ambag,160.0,ltbx
kaezyre,,UMIIYAK PARIN AKO KAHIT ILANG BESES KO NA SIYA NAPANOOD ?!??,140.0,ltbx
teddiekonakaya,,kathryn thank you at binuhat mo twoah!,120.0,ltbx
hebamarie,,Ang rupok mo georigina,100.0,ltbx
lifeisacircle,,Watched this a few months ago. Not my favorite it was quite cringe and I had the way they write these movies. Entertaining super sad super real though,100.0,ltbx
imreginaa_,,"I may not have found a reason to stay, but I found a reason to come back.",140.0,ltbx
rachelsib,,I’m glad she called him out on the fact that he left so easily without even trying to save the relationship. Could’ve gone without the Amsterdam part frankly. They really just lacked proper communication in this whole thing which is annoying to an extent but yeah no Georges monologues were wonderful.His letter at the end means nothing to me because he asked her not to let go but then he did???…maybe…they shouldn’t have ended up together,120.0,ltbx
winterseige,,bakit kaya kailagan pang lumabas ng pinas para ma solve ang problema lol this movie is longer than it should be,100.0,ltbx
ghostcores,,"kinda predictable writing and cringy lines,, but still relatable and true to life (albeit dramatized for the screen). i hate how most filo romance movies have to have dying and/or missing parents to have a semblance of plot, but eh. whatever. the soundtrack hits harder as a filipino speaker. I KEPT BLUSHING BECAUSE OF DANIEL HAHAHAHA god he really resembles one of my top celeb crushes ;-; also a bit slow-paced slash too unbearable for me to pour all my attention to, but THE ENDING with the letter made up for itloved this, but would not consider it a favorite nor watch it again",160.0,ltbx
872,,"Could've been sooo much better. Cringe and corny yung dialogue most of the time, Darren's character was so bad, yung part kung saan hinahanap nila yung tatay nila was even worse, and it's the type of movie na di ko na ulit papanuorin. I didn't like the movie pero may good parts pa rin. Ang realistic and sad nung makikita mong pinagdadaanan nung character ni Kath and ang swak nung acting niya during heavy scenes. I also like that part…",60.0,ltbx
wiguelitoe,,LET EXS BE FRIENDS REJECT GETTING BACK TOGETHER EMBRACE PLATONIC RELATIONSHIPS ,140.0,ltbx
clarencejim,,what makes kathryn one of the best actresses of her generation is her talent to make a generic script come to life. hirap gawin sa movie na to pero naitawid ni ate mo,100.0,ltbx
twicechaeyoung,,would've given this a 5 in a heartbeat nung peak pa kathniel pero hindi pala gano'n kaganda HAHAHA,140.0,ltbx
mcklgr,,daniel is peak filipino kuya vibes and im grossed out! kathryn put her whole bussy in this movie tho gorl ur too good for him go find a better actor !!,120.0,ltbx
99lover,,thoughts throughout the movie:- sana nag ccringe din si darren when he watches this kasi bawal na ako lang- galing umiyak ni kathryn warafak- never fall for a musikero - unnecessary ng father subplot ew- bakit pa ako umiyak yun lng nmn pala ending,80.0,ltbx
raymond_lo,,"Streaming on Netflix now is this topgrossing 2018 Filipino drama that i somehow liked and shamefully but not secretly enjoyed and bawled my eyes out to.  It tells the story of former lovers Primo and George who, at the beginning of the film, relive the days and sad occasions that led to their break-up. For fans of Filipino tearjerkers, a box of tissue may not be enough for this film. It will squeeze you out dry but you will not be complaining. This movie hits all the right formula in the genre. From the beautiful cast to the relatable relationship drama that’s been a staple of Philippine cinema for decades now. The story is somewhat typical but the storytelling is fresh. The conflict is as old as Sharon Cuneta’s first movie (or could be older) but the execution somehow feels novel. There are many cutesy scenes definitely constructed for the diehard fans of the loveteam but it somehow does not offend or get in the way of the developing drama. There is a subplot that will not ordinarily work but somehow works here. Every emotion this movie elicits from the audience is definitely earned. The great character actress Odette Khan appears in a cameo towards the end of the movie that only made me love this film more.",160.0,ltbx
delachinaknet,,'wag niyo na balikan exes niyo pls lang,20.0,ltbx
m00nd4ddy,,yie laplapan,80.0,ltbx
biancaku,,one of the best kathniel movies love the story and how realistic it is,120.0,ltbx
magallanes,,"If it's just for acting, this film is good. At Least for Kathryn and sometimes Daniel. But Miss Cathy Garcia Molina has a lot of cheesy scenes and lines in her movies and the plot is the same formula. I don’t know but with confrontation scenes, It is somehow working.",140.0,ltbx
hibiscuseok,,gago ano to hahaha,80.0,ltbx
ethansedale,,Panira yung nahanap ni Kathryn Bernardo yung vinyl ni tita lola— Masaya na sana ako sa ending na Hindi sila nagkatuluyan…,120.0,ltbx
adriandump,,buti 'di sumakit likod ni kathryn habzhahaha bestie buhat na buhat,120.0,ltbx
juness,,kath carried the movie,140.0,ltbx
nathandrakes,,"My second rewatch thoughts:This film is actually kind of good. What I don't like about it is how unrealistic some of the scenes are, but it's saved by the amazing performance of Kathryn and her co-star Daniel. The chemistry they both have is seen clearly in here. Of course, it wouldn't be a Star Cinema film without the following:1. an emotional scene while raining2. going abroad3. medical issues4. daddy/mommy issues5. cheesy and sometimes even cringy lines that feels unrealistic if said in real life.With all of these in mind, I enjoyed the film because it shows the struggle between the people, and how we should always have each other's back no matter what. "" The story they end up telling is actually pretty simple, but there are just so many other things that crowd out the much more affecting core of this story: two people still clearly in love with each other, just trying to overcome the hurt that also still exists between them. """,140.0,ltbx
wendra,,primo is ltierally me (charut),180.0,ltbx
chuskick,,hahahaha boba,100.0,ltbx
fjorgynn,,"liked it but at the end of the day, it's a generic movie. as per usual, filipino rom-com tropes were at play here — which contributed to its downfall. cheesy scenes with corny lines that fell flat and even were downright cringy. i'll give them this, kathryn bernardo and daniel padilla are amazing but good acting can't always save a bad script. unfortunately, this is still a star cinema film, so what can one expect right? there came a wave…",60.0,ltbx
tenthclub,,she's just so MEEEE ,100.0,ltbx
midnighfest,,Jo best girl. I love kathniel so much u guys ,200.0,ltbx
betinahhh,,had my mom sister nd me kicking nd screaming … like you know it’s toxic when even my filipino mom is telling her to leave him,,ltbx
harlenequinn,,"it’s always better to communicate ur feelings all the time. this movie shows us real life relationship problems and how we should handle it. i want to be more patient and understanding and always choose to stay even when time gets tough, we’ll face it together.",160.0,ltbx
shiversteel,,"I don't know why I gave this one the same score as Hello, Love, Goodbye. Anchored by two appealing actors, this is just another generic romance/drama film with a stereotypical moral lesson. I will just agree with others saying that Bernardo saved this film. I should just reevaluate after rewatching it, but that's unlikely. This is because I don't find this very rewatchable.",140.0,ltbx
tr1nity_,,kailan ba ko hindi iiyak sayo veh ....,200.0,ltbx
ebolusyon,,i need a new movie from them,200.0,ltbx
kyangab,,"palibhasa kasi, alam na alam mo kung pano ako kunin eh. isang ngiti, isang kanta, isang yakap, isang sorry, wala umiikot na uli yung mundo ko. tangina primo! ang talino kong tao, pero pag dating sayo ewan ko natatanga ako.",200.0,ltbx
twicefilms,,kinda left a bad taste,80.0,ltbx
renjules,,the first 30 minutes>>>,100.0,ltbx
sukidayo,,ang rating na ito ay para lang sa first half of this movie,140.0,ltbx
argoe,,oki lng,160.0,ltbx
adrjoan,,me after the first 30 minutes: wow that was a great short film. im so glad there isn't one more hour and a half to it.,20.0,ltbx
daimidai,,made me cry ngl.,120.0,ltbx
wasianpeppa,,"I would hate primo too, but if he really showed he could be a helpful provider to George then fine. Otherwise, STAY OUT OF HER HOUSE AND STOP BOTHERING HER. Let her try to be a freaking doctor instead of making her worry about you 100% of the time, you are not her baby...",80.0,ltbx
danielleadonis,,batibot,40.0,ltbx
kikimorms,,hmm kinawawa lang nila isa't isa ,120.0,ltbx
clairedmedina,,The Amsterdam jokes were great. This movie is so bad its so good ,160.0,ltbx
vntist,,"in conclusion, kathryn bernardo tagabuhat",120.0,ltbx
maybeas,,darren ruined this movie charot,120.0,ltbx
emmanuel_d925,,kinilig ako hehe,,ltbx
savinqface,,ang masasabi ko lang ay… PUTANGINA MO PRIMO,80.0,ltbx
pipepipepipe,,wew,40.0,ltbx
uhgust,,i won't get off the jeepney just for some man and miss my nmat i'm not that kind of girl and i never will be,160.0,ltbx
sobrangpelikula,,"We like Darren performing pero 'yung acting niya dito, err.Miss Kathryn kween things",80.0,ltbx
inamwoah,,panget ni daniel umacting hahahha,80.0,ltbx
bridgettec,,practor,120.0,ltbx
leolacrimosa,,yeah,80.0,ltbx
crispykapekape,,"oks acting ni kathryn, si daniel",100.0,ltbx
kahell,,Kathryn lang sakalam Pero hindi talaga bagay yung sofa sa bahay what were they thinking?? Ew,80.0,ltbx
tonttegonzaga,,"Akala ko nung una heavy drama to..... 1. Ang ganda sa umpisa kaso naiba yung direksyon ng kwento nung kalagitnaan hanggang huli2. Contrary sa nakita kong reactions ng fans, di ako agree na problematic si Primo. Oo, idealistic siya at ma-pride. Pero bata pa siya nun. Atsaka tingin ko may pagkukulang din si George. Sa relasyon kasi, dapat may communication. Bigayan kumbaga. Kaso, pareho silang nagsasarili ng hinanakit nila. Pwede naman maayos yan sa masinsinang usapan. Di sinabi ni George yung expectations niya kay Primo at nagtiis nalang siya sa gilid hanggang napuno na siya3. Gusto ko pang makilala si Primo. Parang dito sa movie na to, albeit lovestory siya, mas focused kay George yung kwento. Naging 'pixie dream girl' si Primo. Gusto ko siya. Partly siguro dahil ang charismatic ni Daniel Padilla 4. May ibang plot lines and characters na unnecessary at naging plot device lang sila. Gaya nung past romance movie na napanood ko, di na kelangan pumunta sa ibang bansa para gawing nakakakilig yung story. Tbh, parang irrelevant nga sa main story yung Amsterdam plot nila.5. Sobrang rare talaga siguro ng filipino romance (lalo na yung focused sa loveteam) na maging grounded sa reality. May ibang lines sa movie na kung di korni eh unrealistic. Like, wala namang taong nakakaisip agad ng hugot line and take note, yung sobrang madrama pa. Gusto ko lang siguro talaga ng romance story na makatotohanan. Yung pakiramdam mo totoong tao talaga yung mga characters at hindi para for kilig lang",80.0,ltbx
jelyawn,,"eto seryosong review pero siguro mas mainam na hindi sila nagkatuluyan sa huli hahaha parang pinilit yung ending ampochi. buhat na buhat ni Kathryn, ang galing naiyak ako lalo na nung bumaba siya sa jeep para lang kay primo hahah pero di ko gagawin in real life yun di ako tanga noh saka di rin ako bumabalik sa ex gagi... don't go back to the same person who broke you",100.0,ltbx
rianeokiza,,Daniel is an underrated actor despite his un-flexibility in roles,100.0,ltbx
rimuruv,,imagine going-fucking-back with someone na sumira sayo,80.0,ltbx
andmadethemcry,,cannot wait for the day that filipinos realize that films/teleseryes would be so much better if the main characters don't end up together,40.0,ltbx
kimfrancis,,"I loved the realistic struggles they represents in the movie that every relationship needs to go through together for a future together, showing it's never easy and that we only need to stay strong together... Overall I loved the works of Daniel and Katherine in every movie I have watched where they're casted.",140.0,ltbx
buckibarnes,,i was bawling during the last scene tangina nung letter talaga kala ko maangas ako e,120.0,ltbx
maramingdada,,i'm not really digging the awkwardly placed english lines  every story can be amazing with the right execution but unfortunately the screenplay is a bit [redacted],80.0,ltbx
yoshiore,,This is one of my go-to movies but the ending sucks. Why would she go back to someone who wrecked and delayed her future? Primo's side wasn't enough reason for her to come back to him. The first half was indeed great but the ending was disappointing.4 stars because Kathryn was really in character for this one. Carried the film once again!,160.0,ltbx
pcyromeo,,"iba yung sakit the second rewatch, mas ramdam ko 'yong pain of giving up a hard earn property and the value of owning a home HAHAHAH <adult POV>Als, the story and plot are great EXCEPT for Darren's off and distateful performance ahck. SAYANG.def my 2nd placer on KathNiel's filmography!",120.0,ltbx
alelielouris,,fuck primo btw,120.0,ltbx
gyunism,,merong isang part na pinipigilan kong umiyak dahil katabi ko lang nanay ko,120.0,ltbx
itsmejanna,,Normalize mainis at magalit kay Primo,120.0,ltbx
jazlynne,,they shouldn't have ended up together,120.0,ltbx
nakarahabaki,,FUCK YOU PRIMO BITCH FUCKER MOTHERFUCKING GAGO,100.0,ltbx
paciajero,,Putang ina mo Primo,160.0,ltbx
somedayoroneday,,GEORGE DESERVES BETTER.,80.0,ltbx
bukopie,,pangit.,100.0,ltbx
lianawap,,5/5 na sana kaso binalikan pa nya si primo,160.0,ltbx
ryder37,,rupok mo george gago ka,160.0,ltbx
denielemein,,star cinema im so tired of the romanticization of problematic relationships and toxic selfish pricks wala ba bang bago,,ltbx
liyyyam,,"ginanahan ako manuod filipino movie, not baddd. GEORGEEEE !!!",160.0,ltbx
itsyuhenyo,,this movie is so weird char ewan it rubbed me the wrong way,,ltbx
filsbro,,Sappy..,160.0,ltbx
starshatter,,dinogshow lang tayo ni primo,120.0,ltbx
swaggypinay,,pakshit primo,80.0,ltbx
cczar,,it would've been a better film if they didn't end up together naiyak lang ako ron sa part na nag-open up yung bff ni george huhu,80.0,ltbx
lunaartemis,,another girl going back to her ex when she clearly deserves better,140.0,ltbx
akindersea,,there were thoughts,,ltbx
bahalakana,,bat kiniss tang ina badtrip malala miscommunication at its finest tlg eh no girlboss moment na ni accla tas biglang boom rupok naurrr itigil na to d nmn kau nagkiss under the bridge chosera,80.0,ltbx
amiracb,,oh for fucks sake,180.0,ltbx
snapejpeg,,PUTANGINA TEH,120.0,ltbx
mieuchntle,,"I’ve watched this film countless times and I just want to watch it again because of the soundtrack number one, the story and because I’m sick and in no mood to watch new movies. Plus I missed this movie because of the trend that’s going around tiktok right now tumawid ka na baby. It reminds me of him in a bittersweet way. Primo the ultimate red flag. I’m quite happy na alam ko sa sarili ko that I would never let this happen to me under any circumstance. It’s just not possible for me be in this situation. First I have a rule I made for myself, that if I want to be in a relationship or to experience relationships it would be during high school. Because I won’t be going to college with a boyfriend. I can’t afford distraction, medicine is already too much I can’t afford to bother with another humans physical and mental health? Plus what do you need a man for? What exactly is their use? You won’t gain anything from, physical touch is 0% on my love language so men would be a 100% hindrance in my case. And don’t start with “makakahanap ka din ng katapat mo” or “bitter, sino nanakit sa ‘yo?” Wala. Tumahimik ka nalang because like men I don’t need an opinion from you about myself. If I’m gonna be honest, I like Primo sa una, he is totally my type, passionate and knows what he wants in life. He’s also smart, musikero plus he’s Daniel Padilla for goodness sake? But my favorite character in this movie would still be Mikko my love the only one who has sense. But kahit ilang beses kong panuorin ‘rong movie na ‘to ‘pag hindi ako maga pause babaha nanaman here sa bahay. I tend to invalidate peoples feelings ‘pag nasabi nila na about sa relationship kung bakit sila depressed. And for all the people feelings whom I invalidate you deserve an apology. I’m so so sorry. My mindset used to be makipag break ka na tapos na lahat ng problema mo I mean for me hindi parin s’ya mahirap but maybe for others it won’t be that easy and I’m slowly opening to that possibility. I’m glad God didn’t give me a friend like George because I only would cry with her because of how much I care about her and I would go to jail because I would accidentally kill Primo. I love Kathryn and Daniel’s acting, I love all their movies omit Barcelona from the list I didn’t appreciate that movie quite as much. I love Can’t help falling in love, she’s dating the gangster of course a classic and this film. This movie has the potential to have my 5 stars and like if it weren’t for Darren Espanto can someone please remove him from the movie. I literally skip every time I see him, his acting was not it. He acts too young for his age in the movie, ‘yung eye sight may problema sa’yo not mentally. I’m so sorry for saying all this but seriously, ang childish? Who made him an actor? He’s a singer not an actor, porket na famous doesn’t mean he has the talent to act, y’all could literally choose anyone tapos he doesn’t look remotely close to the younger version of Yohan, that little kid did it better by the way. He infuriated me more than Primo did all through the movie.Na delete ‘yung other review ko fml. Anyway I just finished the movie and earlier I said I’m so glad that it is impossible for me to experience something like this, but at the end the pain and love of the kiss George and Primo shared made me think what it feels like to fall in love and fall out of love and fall in love all together. I don’t think they ever stopped loving each other but you get my point. I could never experience loving or being loved that hard ever. Anyway, where is the new kathniel film?! The house arrest of us sucks I would rate it a negative if I could. Cringe sobra I feel so bad for the both of them to be forced to do this show.",180.0,ltbx
ejejej,,Filipinos r so dramatic ,80.0,ltbx
