review_id,document,topic
569,"though the film showed no biases, there is still danger intact with it because of this, some people may misinterpret it, some may believe that everything they were saying were true, some may identify lies and half truths, and some may understood what the film is all about this doesn't help educate everyone but only a few",0
570,strange watching after the elections,0
573,"this self acclaimed 'mother' of the philippines and the world, is the epitome of a snake she is so politically smart, yet so dumb or uncaring that she removed the inhabitants of an island for african wildlife to run free with no care or insight into how suitable the animals were or could survive and be cared for decades the more i think about this the more i feel sick that the world has to tolerate and be abused by these political and criminal masters that exist in all countries but just wear different suits",0
575,"and yet, holy shit, it's different to see that corruption, privilege, evil up close like this film what the hell what's so frightening is this revisionist history that the marcos political machinery has careful cultivated and paid for the delusion of filipinos, both in the homeland and the diaspora",0
576,fuck the marcoses pa rin mga ulol,2
580,im not even sure why i thought rewatching this was a good idea im angry on how these manipulative people are still not held accountable for their actions and the fact that they still hold a position in politics im also angry and saddened with the fact that so many filipino believe in the lie that martial law was a peaceful time and it was the time where the philippines was flourishing now i realize how bad it could be if we spread information based only from what we heard dont let yourself be blind just because you think you know the truth youll be surprised that most of them are not even consistent to what they say and what they do,0
582,"this documentary disturbed me it really showed how much of a textbook narcissist imelda marcos is she is out of touch, grandiose and a liar who should not be given any platform to spew out her ultimate deceptions and wishful thinking",0
583,never again,5
584,dapat talaga 'tong si imelda pinapatikom ang bibig,1
585,bitches be crazy,0
587,"its hard to not be pessimistic about this topic, especially for those whose lives are tarnished because it is wrong and not according to plan",0
589,"fuck you ferdinand, fuck you imelda, fuck you bongbong, fuck you imee, fuck the marcoses putangina niyo neveragain neverforget marcos, tuta, inutil, diktador, pasista marcos marcos magnanakaw, magnanakaw si marcos",2
590,"you cannot call on the police, they are the ones who are doing it im not educated enough on the subject to act as if i know what should be done in the government, but i think youd have to be a dumb idiot monster if u cant see that the marcos are cold blooded killers who are evil and need to give what they stole back to the people and should never be proclaimed as heroes",0
591,panic attack,0
594,"fuck ferdinand sr, fuck imelda, fuck bongbong, fuck the marcosesthe problem i have with this documentary is that they let the marcoses talk to the camera, why are we giving them the clout that they want lmao lahat ng sinasabi ni imelda sa docu na to ay nakakadiri why do u even let that woman speakeat the fucking rich neverforget neveragainbakit marcos nnmn ang nakaupo sa malacanang putanginang pamilya yan",0
596,"similarly, the dictatorship had left the country in shambles, with mounds of debt and a fractured political infrastructure",0
597,everything is a parasite reference,0
598,"created a legacy of deception that still grows bigger and bigger today imelda is out of touch from reality, framing herself as a mother to a nation she betrayed power reveals the corrupted",0
599,disgusting that this family continues to exist i can't even finish it because i'm so angry,0
601,it's a story with missing characters and missing acts,0
602,"riveting and deeply depressing, especially in the wake of the recent election results",0
606,tanginang pamilyang yan,1
608,"i have always been fascinated by lg docs and the crazy subjects at the center of her films, but damn, this one really pissed me off incredibly important for the political content alone, but unfortunately already outdated given the current situation in the philippines",0
611,i was already indifferent towards them but after watching this with a legit kadiri face i just disliked them more,0
612,still horrified,0
613,"as the saying goes, bad publicity is still publicity iseldasiimelda marcosnotahero neveragain",1
619,nanonood lang ulit aq ng chismis hehe putangina mo bongbong pati imelda wag sana matapos yang termino mo,1
623,"we really shouldn't have granted her a place to share or openly talk about everything she obviously stole from our country since she never changed shes basically manipulative, thinks too highly of herself fuck the marcoses please drown",0
626,another 6 years of incompetent governance under the marcos presidency this country is doomed,0
628,"the filipinos are very forgiving people no, mabilis lang tayo makalimot",0
630,pretty disgusting given her son was just named president,0
631,tang ina niyo kayong marcoses lalo ka na imelda pakyu,1
632,i dont have an answer for why we allow imelda to even open her mouth,0
633,a monstrous person you cant help but root for,0
637,so the film could've critiqued more,0
638,ibagsak ang rehimeng mapang api,1
639,"historical distortionmissing artworks is a portionof what they didwell, of course they hid it",3
640,alternative titles 1,1
642,motherhood something something guard may baliw dito,0
643,then more rage,0
646,tangina mo marcos tangina ng lahat ng pasista,1
648,"never forget, never again",6
650,ph is now dead again,0
651,lol imelda claiming to have ended the cold war,1
652,"perception is real, the truth is not grabe, ito dapat ang pinapalabas sa mga schools eh neverforget neveragain",3
654,"though this film isnt a revisionist take on the marcos regime, it still has too much apologia i e any apologia for the inhumane, heartless, and tyrannical policies of marcos",0
655,greedy and evil,0
657,putangina ng mga marcoses neveragain,1
658,fuck marcoses,4
660,tangina nyo marcos family tangina nyo marcos family tangina nyo marcos family tangina nyo marcos family tangina nyo marcos family tangina nyo marcos family tangina nyo marcos family tangina nyo marcos family tangina nyo marcos family tangina nyo marcos family tangina nyo marcos family tangina nyo marcos family tangina nyo marcos family tangina nyo marcos family tangina nyo marcos family,1
661,turns out i was wrong hindi na mawawala yung galit ko sa pamilyang 'to ever marcosnotahero neveragain neverforget,1
663,batshit people,2
665,me quede sin palabras con el documental,0
669,"just came here to say never forget, never again",6
670,"i recall a commentator jokingly grouse about the bad taste of americans to choose trump as their guy representing the reactive force in the making for year, rather than, say clint eastwood oh boy, bong bong the mama boy notched a new level seeing how uncharismatic he was",0
671,"it just made me mad imelda marcos is as delusional as she is greedy, and to think that the marcos family will have yet another opportunity to destroy the lives of the filipino people is so devastating and disappointing",0
672,they may have won the election through cheating and fake news and trolls 5 million people that voted against him will fight back neveragain notodisinformation,0
673,this documentary could have exposed the facts and truth of this family and criticized their terrible actions without including the interviews with her,0
674,"rewatching this with a heavy heart only to realize that i, too, will experience a marcos regime in my lifetime",0
676,kailan ba tayo matututo sa mga nangyari noon na posibleng mangyari ulit ngayon mapapasabi ka nalang talaga ng punyetang mga marcos 'to,1
678,all of these yet they're still here neveragain,6
682,"35,000 people tortured 3,200 killed why do we even let her imelda open her mouth puro kasinungalingan ang dumi tangina niyo mga marcos at duterte",0
683,"watched it a handful of times and everytime i do watch it, it clearly is so obvious how not deserving the marcoes are to be in power he literally doesnt attend debates",0
684,pffff depressing,0
687,neveragain neverforget,6
688,holy fuck,4
690,"marcos diktador, magnanakaw, di bayani mga walang hiyaaaaa",1
691,70 100this is actually even more distressing and depressing now considering the recent election in the philippines,0
692,kingina ng mga marcos tagal mamatay ng masasamang damo kinginamo din duterte tuta ka,1
696,"those who forget the mistakes of the past are condemned to repeat them watched this after the 2022 elections and it just bursted my anger, disgust and disappointment for the marcoses fuck marcos family never again",0
697,i don't have an answer for why we allow imelda to even open her mouth it's not okay for them to flaunt what they stole,0
701,thats like saying im innocent,0
702,"some people knew this was their plan all along, they saw this coming but nobody listened they will remain poor until their very last breath they dont give a f about poor people, they never did philippines will never progress if most of the filipinos never learn from the mistakes of the past and elect same corrupt politicians again",0
705,fuck the marcoses tbh and fuck imelda she's so fucking delusional,0
706,"gut wrenching documentary about how horrible and inhumane the marcoses are i was fuming mad every time imelda opens her mouth, napakavain, pa royalty, pa victim her flawlessness in image manipulation and denial disturbs me parang kahit sya, napaniwala na ng made up bullshit nilang pamilya the filipinos are, indeed, way too forgiving pero para sa mga tulad kong hindi makakalimot, patuloy lang ang laban hindi dito matatapos to",0
707,just the ambitions of the marcoses and how the philippines suffered from it the philippines lost,0
708,ang mulat ay hindi na muling pipikit,1
709,the tragedy of poverty is people forget fast,0
710,tanginang yan rewatched out of anger,0
711,damn these kids have cancer,-1
712,we are doomed,0
717,"extremely disturbing to watch this in may 2022, extremely anxious about what will come to pass over the next few years and to see how much history will repeat itself",0
719,out of touch nya there's no money in that so switch to politics ang lala po never again to martial law never again to marcos duterte,-1
721,no filter no self awareness,3
723,good governance is impossible now,0
724,"this is pretty chilling to watch a week after the 2022 national elections where in the partial and unofficial count, bongbong marcos is the presumptive president we have wasted a presidential candidate who hasnt had a single smidge of corruption in her tenure all for a candidate whose family cannot even recognize the amount of money they stole, and the people theyve killed never again to martial law",0
725,"i watched this before the election day here in the philippines, i'm never been so affected and offended as a filipino it's not fair and never been for filipinos",0
726,"miss maam, ikaw ay delusional theft, murder, tax evasion, historical distortion girl the list goes on never again and then they did it again",0
728,neveragain neverforget,6
729,i can't fix her,0
731,yeah the word mother is cancelled from now on no one using the word mother anymore fuck this hag,0
732,"pisti yawa putangina fuck you marcos if you voted for bongbong, unfollow me unfriend me block me idc bakit ba binigyan parin sila ng pagkakataon makabalik sa gobyerno neveragain neverforget marcosnotahero",2
735,blood boiling,0
737,"trying to watch this before it gets taken down but fcckkk, i couldnt stand imeldas face",0
738,nasa puki ni imelda ang 203b estate tax,0
739,"perception is real, and the truth is not",3
740,"fuck you, marcos and duterte",2
741,f ck the marcoses,1
742,"perception is real, and the truth is not it's a lie, of course, as most things that the marcos family has, have and will say, but it's a lie people believe of course, it's easy to say that putting her in front of the camera is a good or bad idea, but we often forget that words don't exist on their own in film, they come from the interaction between shots, and even the relationship between footage and audio, and placing neutrality and restraint against an obviously inhumane person is immoral ferdinand marcos is not a hero, he was a fascist the animals imelda marcos released upon calauit are still hanging there, the stolen jewelry she has is still not returned, and the system that these people manipulated and used is still not fixed, as seen by the blood on our streets and cries in the middle of the night, with politicians who believe that blood of the poor spilled by corrupt cops is valid",0
745,ang matang namulat 'di na muling pipikit,1
746,mommy issues is the root of all evil,0
747,fuck you imelda and your family who raped our country huhu sandro marcos shaded 2 presidents tangina mo bitch ito sau,2
750,problem with media is the gun can kill you only up to the grave media can kill you beyond the grave never again,0
754,"i don't have an answer for why we low imelda to even open her mouth imelda shouldn't be allowed to go anywhere near cameras because everything that comes out of her mouth is lies i felt sick to my stomach because of the election results this is the outcome of disinformation, which many have fallen victim to, unfortunately however, what's more disheartening is that there are people who had access to resources but chose to vote for a liar, a thief i dread what will happen in the next six years right now, i simply feel lost and angry to the martial law victims, i'm sorry we failed you",0
755,walang pauupuing marcos never fucking forget,4
758,never again,5
760,"no one shall ever forget that this is a family tainted of blood, thievery, lies, and history revisionism makes me maaad how we were so close to good governance but we are back in another marcos regime this is a huge slap to the victims of the atrocities of ferdinand marcos ika nga ay ang mga namulat ay di na muling pipikit walang susuko walang mahuhulog sa mga kasinungalingan ng mga marcos lalaban tayo, magsisimula tayong muli dahil mahal natin ang pilipinas never again",0
761,"i feel nothing but anger and grief, we dont deserve another marcos regime",0
764,stop pretending you did nothing wrong for this country,0
768,6 mins into rewatching this grabe nakakasuka hindi ko masikmura haha my god i think it's so hypocritical to feel bad about the poor state of our country when in the first place kayo ang may kagagawan ng lahat ng ito ungas,0
770,fuck you bitch imelda marcos,4
771,"such an eye opener, but so awful that it was hard to watch imelda marcos is one delusional and selfish liar no to marcos duterte never again to putting a marcos in power",0
772,why do we even let her open her mouth,0
773,shouldve never even given her a platform to run her mouth off with lies and propaganda in the first place idk im kind of disappointed bc i know this documentary could've been so much more,0
774,casually just watched this after my post election depression pero tang ina lalo lumaki galit ko sa mga marcos,0
776,some people are too delusional for their own good bitch you've gone through menopause,0
778,"still, no sympathy given",0
780,ppl shouldn't have let them be in power again,0
781,sa 31 million na bumoto kay diktajunior kingina niyo hahahah walang acceptance acceptance dito ulol,1
782,"this is a beyond awful documentary by a non journalist which gives a platform to a horrible, hateful, spiteful dictator wife by failing to do what it could have done it has poisoned the conversation and inadvertently or perhaps by commission, don't bother to me damaged democracy just by existing surf school on the other hand is a half star movie that will make you want to punch harland williams in his punchably sized nose but it won't make you feel dread or come to rue the day he was born time to go make sure i rated it higher because today i learned what a true half star movie is",0
783,i miss the clout of being first lady ulol fuck them all fr,0
784,watching this now under a possible marcos presidency makes me sick,0
785,tangina n'yo marcos,1
786,"i dont have an answer for why we allow imelda to even open her mouth they are the antithesis of freedom and truth , ran for vice presidency and eventually lost the youth of the country are afraid of what hell do the youth are disappointed that the work done by the activists who fought fiercely for their freedom during the martial law era will possibly have their work be undone with the familys reputation for historical revisionism, the people are afraid that the truth and the torture endured by activists of that time will be forgotten",0
787,marcos is not and will never be my president,-1
790,clout chaser amputa,1
791,"while i tried to watch this as a means for educating myself, i found it more insulting that it shed light on their belief that they did absolutely no wrong believing that they are entitled to power for the rest of their days maybe it was the director's intention but frankly, i'm tired of seeing this family being given freedom to speak when they are responsible for the imprisonment, torture and deaths of thousands of filipinos",0
792,"people who cannot remember the past are condemned to repeat ita chilling watch after bbm is actually elected if history can be wilfully or unwilfully forgotten, distorted or eradicated, where is justice for the past and future for posterity, and what is truth in this post truth era",0
793,disinformation is the kingmaker,-1
794,tangina galit ako dahil sa eleksyon mas pinapalala neto putangina talaga,1
795,fuck the marcoses,2
796,putangina niyo,1
797,now i wanna kill myself,0
799,"nakakatakot manirahan sa pilipinas, kung saan rampant ang political dynasties",1
800,as a filipino american i had no idea about philippine politics and wow that shit is dirty for anything this movie made me hate rich people even more and fuck the marcoses best line is why do we even allow her to open her mouth,0
801,"soon, the philippines will become a paralyzed nation suffering from a historical amnesia kailan ka ba gigising sa malagim na bangungot na kinalalagyan mo, pilipinas kailan makakakita ang iyong mga matang nakamulat na sa dilim at karahasan kailan ka tatakbo, kikilos, at isisigaw ang iyong mga karapatan na lagi'y pinagkakait sa iyo pilipinas, makakabangon ka pa ba the past never passes, and we should never forget",0
803,i kept pausing every 10 mins because i couldn't contain my anger seeing how delusional imelda is,0
804,"madami akong galit, mga 203b at 7 cases of graft the kingmaker is yet another piece of media that proves that the marcoses will lie and de legitimize their crimes and atrocities every time they get put on the spotlight doing that didn't accomplish anything people will only absorb the information they want, no matter how clear the truth is it goes in one ear and comes out the other this cunt literally said forget about the past like 70,000 people weren't incarcerated their only concern is to protect their name and to abuse their power they're nothing but a corrupt political dynasty constantly trying to stay in power i don't even know why we let her open her mouth totoo to, bobo kayo kung binoto niyo ulit si marcos putangino niyo, sagad",0
806,never again,5
807,"so jarring to watch this now, seeing how our people chose to overlook the atrocities and deceit committed in the past is this the radical change we really want for our country the greed to be in power led to this powerful machinery that fabricated philippine history the truth suddenly became a matter of personal opinion, and the dark times are suddenly a subject up for debate a family that should be condemned, the same way we collectively condemn hitler, became polarizing figures we should supposedly either love or hate",0
809,putangina niyo mga marcos,1
810,"also how can someone watch this and then continute to vote for bbm as president like hello whats not clicking how can someone who has faked their credentials, has done literally nothing, has been involved in cases, plundering and corruption still has the guts and the face to run as the president of the philippines and sadly, it all worked out for him somehow ang daling bilhin ng mga pilipino and that is the sad truth, they will believe anyone who is in power and anyone who has money the egos of my own fellow countrymen, they turn a blind eye and continue to defend thieves it hurts that they will only realize what they've done when marcoses are already back in power",0
812,ano na ngayon,1
816,also stop giving these fuckers platforms to spread their delusions of grandeur,2
817,"magdusa kayo kung sila ay binoto niyo, nakakapagod mahalin ang pilipinas",1
818,why vote for these people,0
819,its so infuriating cuz the words are coming straight from the marcoses mouth but people are somehow still not getting how evil they are to this day,0
823,people who forget the mistakes of the past are condemned to repeat them,0
824,fuck the marcoses i hope they will all rot in hell but how can we protect studentsourselvesfrom miseducation if the incumbent and the newly elected are the ones benefiting the most from this unjust system,0
825,i dont have an answer for why we allow imelda to even open her mouth imelda marcos is fucking delusional a painfully frustrating but necessary watch,0
826,fuck you marcos,4
829,"my ph 2022 election results stages of griefstage 1 denialno, it was just partial and unofficial tally stage 2 anger watched the kingmaker 2019 fuck the marcoses fuck du30 administration for allowing all of this fuck filipino people who never learn from the past",0
830,putangina niyong mga marcos neverforget neveragain,1
831,never again to martial law,-1
833,came here to further piss myself off,0
834,"puta 1 am na iyak parin ako ng iyak dahil sa eleksyon nayanmga mamamayang pilipino , hindi na natuto bat naman ganon pilipinas reklamo kayo ng reklamo sa lagay ng bansa, pero binoto nyo anak ng magnanakaw ano na at wag nyo kong simulan kay robin padilla",1
835,putangina nyong mga marcos kayo ang sasahol ang dumi dumi ninyo nakakagalit kung paano nyo gawing playground ang inang bayan dapat kayong patalsikin ulit never again i will not have my president named ferdinand marcos again,1
837,"tip wag na wag niyo ipapanood to sa mga panatiko kasi itwitwist lang nila yannandiyan na mismo sa harapan nila ang mga katiwalian na naganap pero hindi ko alam bakit pinipilit parin nila magbulag bulaganso kung gusto mo ng maayos na buhay wag na wag mo to ipapanood sa kanila anw napakawalang kwenta ng mga marcoses nararapat lang na hindi na makabalik ni isa sa kanila sa gobyerno ulitgrabeng pamamaliktad ang ginawa ni imelda, harap harapan niya tayong ginagawang ignorante neveragain neverforget",1
838,"laban pilipinas yet again, we have lost",0
839,"perception is real, the truth is not and keep getting away with it",3
841,this kind of access is just insane,0
847,i know shock value sells but at what cost thematically it was just all over the place,0
848,scary times in the philippines,0
850,fuck the marcoses,2
851,"perception is real, the truth is not",3
852,the whole thing wanders way too much as and information is...,0
857,could have been shorter,0
860,how is this woman not in prison,0
861,depressing on all fronts,0
862,"i think humanity isn't going to make it, somehow",0
865,"i also thought it was over edited at times, as if the audience wouldnt be trusted to come to a specific conclusion without just the right soundbite to punctuate a moment or scene",0
866,"perception is real, and the truth is not says marcos",3
867,"perception is real, and the truth is not the kingmaker interviews marcos at length, only for it to become clear that she is a greedy liar seeking to play the victim their inability to solve the problems are shown by the film's eventual focus on the resurgence of the marcos family and their proxy candidate, the evil rodrigo duterte it is a sad and scary time for the philippines and really this story is still breaking",0
868,"a real disappointment where the queen of versailles provided a real examination of its subjects, set against the backdrop of the financial crisis, this film throws its hands up at meaningful probing and morphs into a filmed wikipedia article",0
870,there are some major issues with the film itself i can't be sure but it feels like laura greenfield went in expecting to just do a bio expose on imelda but then got ensnared in the insanity of 2016 national election the movie struggles with mission creep the last 30 minutes depicting the results of that surprising election unfold at breakneck speeds that barely hang together and then at the end require a long series of title cards,0
871,waah modiji waah,1
874,this loses focus like two thirds of the way through,1
875,low 3 i sadly have not seen any of her previous work i also had no idea what this was about i seriously hate movies like this because it reminds me just how little i know of the world don't know anything about the philippines even but i found this to be pretty confusing i just mean the way the story was laid out the audience reaction to certain things was different to mine as well which added to my confusion i don't know for me i just didn't really like the way this was laid out it painted her as a great lady then out of no where we were supposed to hate this family then they would explain why but during the conversation she did actually speak to that so what do you do when you have a subject that lies also there was a part where they were interviewing someone about something really dark and personal and before they finished talking cut to another interview about the same topic and that really threw me i didn't like that i would have preferred to hear one at a time especially about something so sad i just feel like things weren't explained as good as i would have liked felt like it just touched the surface and seriously animal island broke my heart,0
876,wish this was the work of fiction and not a documentary,0
877,damn how much money does this old lady have in her purse oh no burn the rich,0
881,"perception is real, the truth is not",3
884,what can i say,1
887,"the reason why the philippines fell here is because the husband's marcos family was smeared by the political enemy aquino family, and it was driven away she looked at the present philippines and sighed for the poor people",0
889,rich people suck,2
890,opulence politics,0
898,fuck the rich,2
901,blew my damn mind,0
902,"seen at in89 cinema, taipeiterrifying",0
905,"perception is real, truth is not",3
906,can't believe they did all of those pre credit title cards and yet left in all about that damn safari island,2
907,the feeling of it's going to get worse before it gets better grows stronger,0
908,"vegan alert shipping animals from africa animals were shot when the locals felt they were destroying their livelihood due to the lack of care for the animals, inbreeding occurred and the giraffes have shorter neckswomen were also interviewed detailing how they were sexually abused during the regime",0
910,very sickening tough watch,0
912,"la historia que presenta es bastante escabrosa y terrorifica el que imelda marcos se haya prestado para este documental solo me da a pensar que tiene problemas mentales, no habia manera alguna de que su persona pudiera salir bien librada de esto",0
914,it was a case filled with fraud and speculation on how this couple was making their money yet a lack of solid evidence to support that whatever it was they were doing was unjust,0
915,so well put together that it makes you hate yourself for having laughed at the beginning,0
921,i had no info about it when i entered the theatre,0
923,"she makes a good fist of playing the woman of the people role, but it is little more than a sham",0
924,are politics in every country completely fucked,0
925,one of those docs that start out one way and slowly reveal another darker side,1
928,"the worst kind of villains are the villains who believe that they are doing the right thing it is clear from this brutally honest documentary that she truly believed she was incapable of doing no wrong i can only do my part to try and fight the cynical thoughts in my head saying we have always been corrupt there is nothing we can do , that is just how things are done",0
929,the second half of the film morphs into act of killing territory and the testimony of victims of the marcos dictatorship cause the mask to slip her attempts to propel her david brent like son to power likewise move from mildly pathetic to deeply troubling,0
932,"excepcional documentario que retrata de maneira implacavel a corrupcao politica nas filipinas, valendo se da confianca de imelda marcos, que se expoe e se entrega sem demonstrar que percebe a natureza hedionda de sua figura e de sua familia fala do passado recente das filipinas, mas poderia perfeitamente estar falando do brasil",0
933,the world can just not do anything right,0
934,"then we are shaken out of this feeling with reminders of the reality of the marcos regime aquino's assassination most of all we are then left with the image of a figurehead with an evil murderous past, left powerless and benign in her advancing years her campaign to have her eldest son elected vice president fails",0
936,if this doesn't leave you angry then you haven't been paying attention,0
937,there are lots of reasons to dislike duterte this just looked kinda slimy and i felt like i spent 15 to watch a political commercial 1 2 stars out of 5,0
939,this is the story of how marcos money has thoroughly corrupted the philippines it's about the con job the marcos clan pulled and continue to pull on the people of the philippines they even convinced some proles that seven years of martial law were the good old days when the country thrived,0
942,extremely depressing reminder that democracy and dictatorship are not incompatible,0
943,"i knew nothing about this subject matter going in other than a vague philippines human rights abuse idea, and i kinda had my shit rocked",0
950,never again,5
954,but it is not a very solid film because it attempts to do three things at once,0
955,galit na galit ako paglabas ko ng ccp parang kelangan ko mag alak at sumali bigla sa rebolusyon,1
956,"duterte, a puppet i cant imagine na maipapalabas ito nationwide nakakatakot nga kasi feeling ko pwedeng may kung ano na lang biglang mangyari kung hindi man mapanood, much better if matuto na tayo",1
957,i felt like it's slapping us with a rolled up newspaper with you bunch of idiots as its headline,0
960,galing ng pagpakita ng pagka delusional ni imelda best quote why do we even let her open her mouth lmao i guess i dont like how this docu a u anyway never again,0
961,a foreign filmmaker a local island filled with foreign animals one act of review is not enough to fill this up bakit laging naiiyak o napupuwing si bongbong sa interview niya,1
962,"di ko tanda kung nakailang putangina ako habang nanonoodimelda, iselda never again",1
963,perception is real the truth is not words that can only come from a world class liar never again,3
964,"the documentary makes some unfortunate choices it is chilling, heartbreaking, infuriating, and makes it clear that despite greenfield's documentary covering well treaded ground, the message bears repeating",0
967,"im so tired of living in the reality that the kingmaker portrays i fear that all they do is validate my political opinion and those who need to see it either wont get to or wont believe what its trying to convey im writing this to remember as the credits rolled in the screening i went to, people cried out in the darkness of the theater, chanting what we usually say when were protesting in the streets never again, never again never again to martial law",0
968,"infuriating and frustrating to watch how this same story played out twice in our lifetimes which is useless also, how was it possible that after edsa revolution and two aquino presidencies that there is still no memorial or museum detailing the atrocities of martial law this is why we always forget how do we not have any why do we go to theme parks for field trips instead of a martial law museum sad thing is, its too late now not going to happen with the current government, after what weve seen in the kingmaker",0
970,tangina mo imelda ambaduy ng buong pamilya nyo marcos hitler diktador tuta never again,1
971,i fucking hate the marcoses tangina how do u even have the guts to walk in public,2
972,but i also found it incredibly problematic,0
974,ampanget ng the kingmaker as in yung kingmaker ng dalawang tyrant diyan,1
976,"disappointed by how unfocused, muddled, and close to the surface this is despite its incredible amount of access to its subjects still worth checking out for anyone without any knowledge of the situation with the marcoses, but it mostly left me frustrated how little new came through with this documentary oh the potential of all the great films that could have come out of those 500 hours of footage",0
977,very obviously made by someone from the west,1
978,ang kasaysayan dapat parang screenplay ni darryl yap hindi nire revise,1
979,and let me just say categorically that it's not what she says it is that's a missed opportunity,-1
980,"parang iba yung isusuot kong hat as someone na nanunuod ng pelikula vs citizen ng pinasas pelikula, mas absurd naman kasi yung day to day pilipinas kesa sa docu kahit feel ng docu na na uunravel niya for us yung absurdity di naman, sawa na nga tayo achuli so sa aspetong yun, ok naman, but di siya as freshpero sa other hat, wala naman na rin tayong fresh symbols or moments na makakaignite ng something kung ano man yung something na iyon na hindi ito na naman naguusap mga tao after screening napaalala sa atin ang mga bagay na hindi naman natin nakalimutan, pero isinantabi",1
982,"it cannot be reversed, it cannot be revised no matter how we look at it read my full movie review here bit",0
983,"they have fooled us once, but we must say never again to a second time",-1
986,and i hate her with all my heart and hope nothing but worst for her for what she did to my country i wish nothing but the worst things for her,0
988,tangina niyo mga marcos sana nilibing na lang kayo kasama ng tatay niyo sa lupa,1
989,never again,5
990,"strangely enough, the section that made it most interesting for me is what probably made it a weaker documentary why was there no coverage of the convictions in international courts why was there no definite statement about the guilt of this woman what i want to see is an outright condemnation of this woman, because she deserves nothing less",0
992,is imelda delusional criticism ko lang ay dilawan yung perspective nyahaha,1
993,"nevermind, i want to see her be burned alive",0
994,"initial disbelief mixed with a touch of amused mocking scorn, before the prickling sense of unease and ultimate bone chilling realisation that this is our reality now and these people, the worst of humanity, utterly devoid of self reflection, empathy, intelligence or decency, really are running the world",0
995,"the kingmaker or the court's foolsome people say there shouldn't be any platform anymore that would let imelda marcos speak anything that seems to come out of her mouth serves no higher purpose than to arouse her narcissism as nothing she says adds any real value to what we already know squeezing a reasonable statement from her is futile no seriously, let me explain for a second, i was suspicious about the prospect of this film hellbent on being pro imelda propaganda by then you ask, is this reviewer full of himself none of this is a laughing matter and so i answer, comedy here is so intentional, you must have been an idiot or a hardcore marcos fanatic to miss it greenwood's editing in the kingmaker is so deliberate in making its subject ridiculous there are times when scenes should've ended, but then she decides to linger into awkward pauses restrained because they are positioned in instances where the situation programmed you to feel something else i sure wish the documentary went in this direction completely and at this point, the film starts to falter greenwood's fault is that she tried to inject a little bit of everything in the narrative of the kingmaker hence making the documentary boggled and frustratingly on the fence which did happen for some appalling reason by then you ask, is a mockumentary more susceptible to misinterpretation and so i stubbornly answer, shut up but you could still accuse the documentary for being pandering to liberals which it didn't, as things arguably went worse the documentary has an oversimplified black and white approach to the subject it tackles that could be a disservice to the complexities of our history, a possible by product of greenfield being an outsider no one laughed then i laughed because no one laughed",0
996,"burn them all, i say burn them all",2
997,"wanted to punch a wall after this screening, sorry upfithis is just an absurd movie absurdity at its finest, the point where absurdity meets the post truth society myths politicize us, they rob us of political judgement",0
998,saks lang,1
999,the last half star is for getting that kind of access to imelda,1
1001,never again marcos not a hero,-1
1002,haaay nagbreakdown na lang ako sa isang part ng film dahil sa state ng philippines ngayon haay,1
1003,never again,5
1004,"as a filipino like myself you might be thinking tangina bakit hindi nalang pinoy yung gumawa we laugh, we get angry, we shake our heads in disgust discourse is needed who am i to continue to fight when in social media it seems too much of a reach, an echo chamber if those who are not as educated as me would watch this, could they fully understand",0
1005,sjukt vad som gar att komma undan med,0
1009,"what's worse is that they are also trying to revise our country's history, by changing what has transcribed in the past and teaching these fake information to the youth",-1
1010,i'm still angry so this might not be as objective is still not held responsible for their numerous crimes to the state it's about how this government continually oppresses its people for the sake of vanity and greed,0
1012,"funny how imelda wants to be sympathized with, but everything presented here is overwhelming against her i would like to but i cant go there when duterte and marcos are in power, fuck that",0
1015,"when it becomes clear that a big portion of the money that they have was stolen, that was basically the final nail in the coffin of the docs case against the family this kind of disillusionment, or whatever refusal to accept the truth that imelda marcos displays throughout the film and throughout her campaigning with bongbong is frightening burn them down",0
1017,way of out touch and huge delusions of grandeur,0
1022,is she maybe eccentric and out of touch with reality then the 2nd half wallops you with the truth behind a seemingly harmless old lady,0
1025,why do we even let her open her mouth,0
1026,kapal talaga ng fez ng marcoses,1
1027,"womens history month 2020deceit, grandiosity, and a false sense of nationalism runs in the marcos blood",0
1030,e que esse nao e o menor dos problemas que ela ainda causa ate hoje nota 1 2resenha e trailer javiu,1
1031,the destructive nature of power,0
1032,no one literally no one imelda marcos to cancer patients 1000 oh pang candy,-1
1033,"they're widely believed to have illegally amassed a wealth of billions of u dollars, all of which has never been recovered, holding the guinness world record for greatest government robbery she has since been charged with her dealings and corruption, as well as disqualified from holding any public office",0
1034,what are the differences between these films it is important to be informed and to question the information we receive,0
1035,when imelda marcos says she is friends with saddam hussein on gaddafi i was like bitch stop and are still relevant powers in the government is horrifying,0
1036,it is so sad to some of the filipinos were able to forgive them despite what they fucking did they obviously do not give a damn about the country and the animals they shipped from africa,0
1037,"perception is real, and the truth is not the kingmaker interviews marcos at length, only for it to become clear that she is a greedy liar seeking to play the victim",0
1038,with such an incredible lead why make such a normal film,0
1039,that case is still unresolved to this very day perception is real and the truth is not,3
1042,"the kingmaker, o taga gawa ng hari, ay tumutukoy kay imelda marcos bilang asawa at ina sinasagot naman ito ng mga taong pinapalakas o pinapabulaanan ang kanyang saysay kaninong narrative ang nangingibabaw",1
