review_index,sentence_index,sentence_text,sentiment_label,sentiment_score,sentiment_confidence
535,14,"How does filming Imelda doing piss poor ""philanthropy"" in the present like she's always done benefit anyone?",negative,0.7662098407745361,0.7662098407745361
535,15,You had access to literal archival footage clearly demonstrating her shady nefariousness on live Philippine television.,positive,0.689100444316864,0.689100444316864
535,16,What point are you trying belabour to your audience besides giving Imelda free media exposure to perpetuate the same old lies she's been repeating for more than half a century?,negative,0.7856051921844482,0.7856051921844482
535,17,What makes you immune from the consequences of your privilege as a director where you can shift between sympathy for Imelda and empathy for her victims?,positive,0.853357195854187,0.853357195854187
535,18,"This is such disgusting moral complicity utilising a veneer of ""poor people footage"" to add a bit of false progressivism for stating a completely obvious fact of what happens when you fuck over a country resulting in poverty.A useless documentary catered towards gullible international western audiences who know zilch about Filipino politics and history made by a grossly ignorant and privileged filmmaker (Harvard graduate my ass) that desperately needs a crash course on Philippine cinema history to be making such flash in the pan, juvenile bad vs good garbage.This shit ain't new to us, so don't treat our history like a Vice article.",negative,0.9066579341888428,0.9066579341888428
536,0,WILD look into the inner workings of Imelda Marcos' mind.,positive,0.8863142132759094,0.8863142132759094
536,1,"I have never wanted to punch a person SO BAD when Imelda, for a lack of a better word, WHINED about being unable to go to the US and meet all her friends or whatever while in the background you can see all her grand and gold ornaments and what is literally a giant oil painting of herself.",positive,0.966513454914093,0.966513454914093
537,0,"They gave the witch too much screentime, enough that my mom (a centrist without much knowledge on both history and politics) felt bad for her and her family.",positive,0.6059958338737488,0.6059958338737488
538,0,Never Again.,negative,0.9759902358055115,0.9759902358055115
539,0,chilling horror movie.,positive,0.5740577578544617,0.5740577578544617
540,0,"A doc about Imelda Marcos, a first lady and ringleader of the populist Phillipino Marcos political party.",positive,0.8432461023330688,0.8432461023330688
540,1,"The best thing about this doc is it is essentially a dialectic, Marcos tell their version of history of corruption through their lens and the politically active new party tells their side too.",positive,0.9763813614845276,0.9763813614845276
540,2,"Ends with Duterte, yikes, Phillipino politics got pretty fucked up.",negative,0.8502148985862732,0.8502148985862732
540,3,"Overall, pretty interesting topic and interesting dialectic structure.",positive,0.9958786964416504,0.9958786964416504
541,0,ano nanaman trippingz mo imelda shuta ka.,negative,0.6486345529556274,0.6486345529556274
542,0,ang lungkot panoorin nito post-2022 national elections :(((tangina niyo marcos.,negative,0.9081083536148071,0.9081083536148071
543,0,"At times interesting, and at times too navel gazing.",positive,0.7067444920539856,0.7067444920539856
544,0,we don't kill dictators the way we used to.,negative,0.605887770652771,0.605887770652771
546,0,where's the guillotine.,negative,0.8166250586509705,0.8166250586509705
547,0,imelda just literally bought animals from africa out of boredom.,positive,0.9565781950950623,0.9565781950950623
548,0,"Not a great introduction for the uninitiated to Immelda Marcos, largely because - aside from alluding to a state sanctioned assassination of a political rival - it takes over an hour before you really hear another side of the story than hers.",positive,0.6249485015869141,0.6249485015869141
548,1,"Yes, one can intuit that as the wife of a dictator living a grossly opulent life she probably wasn't a great person.",positive,0.6741223931312561,0.6741223931312561
548,2,"But this documentary lets her have it all her own way for far longer than it challenges her.I suspect the intention was to make the final half hour feel like a withering rebuke of all of the lies she has told, but it feels a bit imbalanced.",positive,0.9264895915985107,0.9264895915985107
548,3,"Like the filmmakers forgot that they were interviewing a monster until right at the end.Still, it's a fascinating look at the level of self delusion someone like her will stoop to.",positive,0.8497933149337769,0.8497933149337769
549,0,#NeverAgain #NeverForget.,negative,0.9478195905685425,0.9478195905685425
550,0,filipinos and non-filipinos alike need to watch this #burntherich.,positive,0.7900241613388062,0.7900241613388062
551,0,watched at the malaya film screening at the beacon cinema.,positive,0.9917359948158264,0.9917359948158264
551,1,"TLDR still learned/refreshed a lot after this viewing and think its still agitating, and a good entry point for learning some concrete examples of the marcos corruptioni think now that i’ve seen this a few times i can articulate how this film falls into the trap of liberal political documentaries, caricaturing political figures to the point they almost seem silly in their delusion and out of touchness. caricaturing imelda to be a super villain motherboss girlboss can be funny in a ridiculous way, exposing her frivolity and extravagance. i think this gets somewhat into how conniving and strategic she is but in some of the takeaways from this screening, i wonder if its overshadowed by the persona. it seems that her “perception is real and the truth is fake” line is taken as a sign of delusion and not a look into her and the marcoses strategy to rebrand themselves. this is not a foolish silly old woman, this is a conniving fascist who does whatever it takes to cling to her wealth and the perception of her class, even if it means feigning forgetfulness or outright lying. someone said that the delusion is mental illness and i would argue that its a media strategy from a woman who has been in the spotlight for 70+ years…reminds me of how liberals would psychoanalyze donald trump and call him a dumb cheeto instead of getting into how hes a fascist because of his political opinions and decisions. identity politics is the worst thing to come out of liberal media representation politics discoursei feel that the marcoses and other bureaucrat capitalists are given as much (if not more) time onscreen compared to the everyday people who were interviewed, so there isn’t much insight into the impacts of the political corruption on the lives of the people of the philippines. getting into villainization of just the marcos family, and to some extent rodrigo duterte himself often lacks the critique on a systemic level and sets them apart as the few bad apples when its the whole system that’s corrupt! what did cory and ninoy aquino really do for the people? i don’t think it showed what they did other than interviewing them to critique the marcosesshow us more about the power of the people! this would be a good double feature with a rustling of leaves. the power of the people that threatens the very security of the bureaucrat capitalist system!",positive,0.9603636264801025,0.9603636264801025
551,2,NEVER AGAIN TO MARTIAL LAW!,negative,0.965297520160675,0.965297520160675
553,0,PUTANGNA NYO MARCOS.,negative,0.7604081034660339,0.7604081034660339
555,0,marcos hitler diktador tutathe fact that this was meant to be a documentary to hear the side of the marcoses but is mostly just them flaunting their ill-gotten wealth is giving criminal.,positive,0.7800955176353455,0.7800955176353455
556,0,why do we even let her open her mouth.,negative,0.9117874503135681,0.9117874503135681
556,1,exactly girl take her away.,negative,0.9439154863357544,0.9439154863357544
557,0,"…I’m their product, it’s vital you sell me, so Machiavell me, etc etc….",positive,0.9299991130828857,0.9299991130828857
558,0,"if imelda's too ""old and unhealthy"" to be put in prison for her crimes edi ilagay niyo sa mental institution kasi ang lala ng undiagnosed narcissism niya gosh.",positive,0.6554507613182068,0.6554507613182068
559,0,terrifying….,negative,0.8884648680686951,0.8884648680686951
560,0,This really puts the 2022 presidential elections in a whole new light.,positive,0.97340989112854,0.97340989112854
560,1,The fact that Imelda and her family siphoned away billions of government funds from the Filipino people to support their ostentatious lifestyle is disgusting.,positive,0.5622580647468567,0.5622580647468567
560,2,As are the human and animal rights violations committed under the Marcoses’ rule.,positive,0.6024532318115234,0.6024532318115234
560,3,"But the truth notwithstanding, Imelda views herself as the “mother” of the nation and the world, and really seems to find nothing wrong with her political ploys or wealth.",positive,0.9585326313972473,0.9585326313972473
560,4,Her delusional narrative is both awful and fascinating.,positive,0.8093874454498291,0.8093874454498291
560,5,Well made film.,positive,0.984511137008667,0.984511137008667
560,6,Great access.,positive,0.9946910738945007,0.9946910738945007
561,0,sinungaling kang gaga ka.,negative,0.6549937725067139,0.6549937725067139
562,0,Should be a mandatory watch before every election.,positive,0.8855188488960266,0.8855188488960266
562,1,"Fuck the Marcoses and fuck our easily persuaded, low-IQ countrymen.",negative,0.718848466873169,0.718848466873169
562,2,"If the economy of the Philippines collapsed, don't cry and kneel for our help because you asked for it.",positive,0.5681899189949036,0.5681899189949036
562,3,"Enjoy the next 6 years of bad governance and high inflation, mutherfuckers.",negative,0.5559003949165344,0.5559003949165344
563,0,the PG stands for Political Gaslighting.,negative,0.7247128486633301,0.7247128486633301
564,0,Incredibly fascinating.,positive,0.9925642609596252,0.9925642609596252
565,0,this is all the more dismal to watch w the knowledge that bong bong becomes president.,negative,0.6776657104492188,0.6776657104492188
566,0,burn all the marcoses and dutertes and all their allies.,positive,0.995708703994751,0.995708703994751
567,0,Truly frightening.,positive,0.5751367807388306,0.5751367807388306
568,0,"BONGBONG SUPREMACYit's always interesting to watch a documentary about a far right dictator and their family legacy, and seeing the connections between political realities in the Phillipines that are reflected in Modern American politics.",positive,0.8968283534049988,0.8968283534049988
568,1,"A good critical thinking doc that shows you how ""strong man"" populism takes root in the people during times of struggle.Also knowing the future of the Marcos family makes the story even more interesting to watch.",positive,0.9937908053398132,0.9937908053398132
568,2,"Despite all these behaviors, there's still a BongBong and Duterte administration today.",positive,0.7076475620269775,0.7076475620269775
569,0,"though the film showed no biases, there is still danger intact with it.",negative,0.5325586199760437,0.5325586199760437
569,1,this gave the marcoses a platform to tell their own version of the story.,positive,0.9822160005569458,0.9822160005569458
569,2,"because of this, some people may misinterpret it, some may believe that everything they were saying were true, some may identify lies and half-truths, and some may understood what the film is all about.",negative,0.6058194637298584,0.6058194637298584
569,3,this doesn't help educate everyone-- but only a few.,negative,0.5838766098022461,0.5838766098022461
570,0,strange watching after the elections.,negative,0.7377224564552307,0.7377224564552307
571,0,Evenhanded as biopics about dictators go as I’m sure both supporters and detractors are upset with the portrayal.,positive,0.5372107625007629,0.5372107625007629
571,1,"Certainly a unique malevolence for despots, and not just a trophy wife.",positive,0.9038659334182739,0.9038659334182739
572,0,It’s natural for us to be fascinated by the Marcos family.,positive,0.9820576906204224,0.9820576906204224
572,1,"The Kingmaker not only satisfies one’s need for a hood documentary, but also shows us just how dangerous and corrupt one can get when given too much power.",positive,0.9088571667671204,0.9088571667671204
572,2,The power that the Marcoses hold over the Filipino government is startling and one can only imagine what will happen now that the Marcos family is back in Malacañang.,positive,0.9865418672561646,0.9865418672561646
573,0,The Kingmaker is more than a bio-pic of Imelda Marcos and her wretched family.,positive,0.7381829023361206,0.7381829023361206
573,1,"It shares the playbook for how dictators and despots play to follibles of human nature to win control, then rob you blind while beating you and convincing you it is for your own good.This self-acclaimed 'mother' of the Philippines and the world, is the epitome of a snake.",positive,0.969953179359436,0.969953179359436
573,2,This lady plays innocent and ignorant of the crimes of the husband or the odd assassination of their political enemies.,positive,0.8212636709213257,0.8212636709213257
573,3,"She is so politically smart, yet so dumb or uncaring that she removed the inhabitants of an island for African wildlife to run free with no care or insight into how suitable the animals were or could survive and be cared for decades.",negative,0.6912761330604553,0.6912761330604553
573,4,"She performs magic by managing to flaunt her stolen wealth, cry poor and then hide her billions from the authorities.",positive,0.7997174859046936,0.7997174859046936
573,5,"The real insight is seeing how power can be bought, as the Marcos buy their way back into power by bankrolling a ruthless, sexist, murderous autocrat into the presidency.",positive,0.7737448215484619,0.7737448215484619
573,6,"Who then paves the way for the family’s return, removing their enemies and opening the door wide open for them.",positive,0.9865379333496094,0.9865379333496094
573,7,No doubt Trump and his sons will use the same technique.,positive,0.9585583806037903,0.9585583806037903
573,8,The more I think about this the more I feel sick that the world has to tolerate and be abused by these political and criminal masters that exist in all countries but just wear different suits.,positive,0.5432910919189453,0.5432910919189453
573,9,My List of Ranked Documentaries:Documentaries RankedDocumentaries Ranked - Crime and justice systemDocumentaries Ranked - SportsDocumentaries Ranked - MusicDocumentaries Ranked - BiographiesDocumentaries Ranked - Aboriginal/ First NationsDocumentaries Ranked - Short Docos.,positive,0.9188482165336609,0.9188482165336609
574,0,This doc gives a good cursory overview of the destruction that the Marcos family have caused.,positive,0.9363223314285278,0.9363223314285278
574,1,"I think the most impactful parts were where we got to hear firsthand accounts of people who had suffered under the Marcos regime, like the activists and the villagers from Calauit.",positive,0.9721724987030029,0.9721724987030029
575,0,"Philippines history, the history of martial law and the Marcoses and the Aquinos, feels like personal family history as a Filipino immigrant to Canada.",positive,0.9802905321121216,0.9802905321121216
575,1,"And yet, holy shit, it's different to see that corruption, privilege, evil up close like this film.I never knew that the Marcoses literally bought animals from the safari of Kenya, brought them to the Philippines, kicked out a whole island of people, and created a zoo.",positive,0.604610025882721,0.604610025882721
575,2,What the hell?It's different watching this 2019 film in 2022 after the election of Bongbong Marcos to the Presidency and seeing the strategic steps they've taken to secure their political resurgence and climb back into power.,positive,0.8265686631202698,0.8265686631202698
575,3,"What's so frightening is this revisionist history that the Marcos political machinery has careful cultivated and paid for the delusion of Filipinos, both in the homeland and the diaspora.",negative,0.563413679599762,0.563413679599762
575,4,The scene in the school where the kids are saying that martial law was a good and prosperous time for the Philippines is terrifying.,positive,0.7039676308631897,0.7039676308631897
575,5,"For all of the Philippines' obsession with history – with Rizal, Bonifacio, Aquino – that history is being rewritten in real time, through social media, through public speeches, through lies.",positive,0.6260119676589966,0.6260119676589966
575,6,And this film just shows the brazenness of it all.,positive,0.9493203163146973,0.9493203163146973
575,7,"Behind the ""motherly"" facade and the openly giving out of money, all that Imelda Marcos wants is power for her family and is willing to do whatever it takes.What a film.",positive,0.9931073784828186,0.9931073784828186
575,8,I get that maybe we shouldn't give the Marcoses a platform to spread their propaganda.,positive,0.8341740965843201,0.8341740965843201
575,9,"But this is still a history lesson, and a valuable one.",positive,0.9496443271636963,0.9496443271636963
576,0,FUCK THE MARCOSES PA ‘RIN MGA ULOL.,negative,0.9568961262702942,0.9568961262702942
577,0,Captures how the Marcoses are so cruel and rotten to their core.,positive,0.6315208673477173,0.6315208673477173
578,0,"""why do we even let her open her mouth"" SO TRUE MY FREN.",positive,0.9643546938896179,0.9643546938896179
579,0,they don’t assassinate political figures like they used to anymore.,positive,0.6186778545379639,0.6186778545379639
580,0,I’m not even sure why I thought rewatching this was a good idea.,negative,0.587505042552948,0.587505042552948
580,1,But I’m just gonna rant everything here.,positive,0.5930766463279724,0.5930766463279724
580,2,It’s hard to identify what I truly feel whenever I see this documentary.,positive,0.985393762588501,0.985393762588501
580,3,I’m angry on how these manipulative people are still not held accountable for their actions and the fact that they still hold a position in politics.,negative,0.6671732068061829,0.6671732068061829
580,4,I’m also angry and saddened with the fact that so many Filipino believe in the lie that Martial Law was a peaceful time and it was the time where the Philippines was flourishing.,negative,0.5239768624305725,0.5239768624305725
580,5,I admit that I used to believe in this too because I only gathered information from what I heard.,positive,0.608194887638092,0.608194887638092
580,6,Now I realize how bad it could be if we spread information based only from what we heard.,negative,0.8147680163383484,0.8147680163383484
580,7,So kababayan please wake the f up.,positive,0.8782934546470642,0.8782934546470642
580,8,Don’t let yourself be blind just because you think you know the truth.,positive,0.6044118404388428,0.6044118404388428
580,9,Do your research and have the will to actually see what’s truly going on.,positive,0.7973218560218811,0.7973218560218811
580,10,"Don’t let yourself be fooled by the pretty gestures these politicians make, and instead look at the alignment between their words and actions.",positive,0.797813355922699,0.797813355922699
580,11,You’ll be surprised that most of them are not even consistent to what they say and what they do.,negative,0.5833184719085693,0.5833184719085693
581,0,"There's a new film fully sanctioned and sponsored by the Marcoses portraying calm and victimhood over their last 72 hours in Malacañang, so I'm logging this again as a reminder of the truth.",positive,0.9563528895378113,0.9563528895378113
581,1,"In this documentary, Imelda confirmed their frantic packing and evacuation of the Presidential Palace, even stuffing ""diamonds in diapers"" because that's the kind of hideous human beings they are.",positive,0.9732720851898193,0.9732720851898193
581,2,One can pour all of their Swiss account money into propaganda but they cannot erase truth.,positive,0.5600247979164124,0.5600247979164124
582,0,This documentary disturbed me.,negative,0.9472523331642151,0.9472523331642151
582,1,It really showed how much of a textbook narcissist Imelda Marcos is.,negative,0.601708710193634,0.601708710193634
582,2,"She is out-of-touch, grandiose and a liar who should not be given any platform to spew out her ultimate deceptions and wishful thinking.",negative,0.955502986907959,0.955502986907959
583,0,NEVER AGAIN.,negative,0.9684702157974243,0.9684702157974243
584,0,dapat talaga 'tong si imelda pinapatikom ang bibig.,negative,0.643552303314209,0.643552303314209
585,0,Bitches be crazy.,negative,0.794393002986908,0.794393002986908
586,0,Great documentary on the fallout of post colonial rule and how the US and other governments kept people in power who were absolutely disgusting toward the people of the countries they rule and how social media keeps those people in power in the modern age.,positive,0.98943030834198,0.98943030834198
587,0,"it’s hard to not be pessimistic about this topic, especially for those whose lives are tarnished because it is “wrong” and “not according to plan.",negative,0.7271736264228821,0.7271736264228821
587,1,"”it’s supposed to be destined, controlled methodically, carefully curated, whether if it’s for love, or for unity— for many years to come.",positive,0.9960193037986755,0.9960193037986755
588,0,"""i was only eight years old when become orphan, when you lose your money- - your ma-ma mother""Imelda Marcos2016.",positive,0.9522324800491333,0.9522324800491333
589,0,"FUCK YOU FERDINAND, FUCK YOU IMELDA, FUCK YOU BONGBONG, FUCK YOU IMEE, FUCK THE MARCOSES PUTANGINA NIYO!!!!!#NEVERAGAIN #NEVERFORGET MARCOS, TUTA, INUTIL, DIKTADOR, PASISTA!",negative,0.8345519304275513,0.8345519304275513
589,1,"MARCOS MARCOS MAGNANAKAW, MAGNANAKAW SI MARCOS!",negative,0.9278432130813599,0.9278432130813599
590,0,"“you cannot call on the police, they are the ones who are doing it.",negative,0.8903059959411621,0.8903059959411621
590,1,"”i’m not educated enough on the subject to act as if i know what should be done in the government, but i think you’d have to be a dumb idiot monster if u can’t see that the Marcos’ are cold-blooded killers who are evil and need to give what they stole back to the people and should NEVER be proclaimed as heroes.",positive,0.5086665153503418,0.5086665153503418
591,0,Panic attack.,negative,0.7059817314147949,0.7059817314147949
592,0,a condom could've prevented that woman to be born.,positive,0.577303409576416,0.577303409576416
593,0,I liked this movie because of the way it shows the similarities between the forces that led to trump’s rise in the US.,positive,0.99587482213974,0.99587482213974
593,1,"While the movie hints at mass popular movements as a source of change, it does not get at why the movements that led to Marcos’ fall were unable to keep the family from rising again, beyond the use of social media manipulation, which again parallels with the mainstream explanations for trump’s rise.",positive,0.8571080565452576,0.8571080565452576
593,2,The documentary was interesting nonetheless so I do recommend it.,positive,0.9949424862861633,0.9949424862861633
594,0,"fuck ferdinand sr, fuck imelda, fuck bongbong, FUCK THE MARCOSESthe problem i have with this documentary is that they let the marcoses talk to the camera, why are we giving them the clout that they want lmao lahat ng sinasabi ni imelda sa docu na to ay nakakadiri.",negative,0.8231288194656372,0.8231288194656372
594,1,why do u even let that woman speakEAT THE FUCKING RICH#NeverForget #NeverAgainbakit marcos nnmn ang nakaupo sa malacañang.,negative,0.9509180188179016,0.9509180188179016
594,2,putanginang pamilya yan.,negative,0.9179700016975403,0.9179700016975403
595,0,still can’t believe imelda marcos literally said she misses the clout of being first lady on tape.,positive,0.9084306955337524,0.9084306955337524
595,1,i didn’t even know the word clout existed in 2019.,positive,0.7983719110488892,0.7983719110488892
596,0,You cannot talk about Ferdinand Marcos’ dictatorship without talking about his wife.,positive,0.8325996398925781,0.8325996398925781
596,1,American director Lauren Greenfield not only paints a pretty complete picture of Imelda Marcos and her influence but also lays the ground for the future of Philippine politics.It was important that this documentary was an American production because the Marcoses would never have openly bared their stolen wealth to Philippine media.,positive,0.9647151231765747,0.9647151231765747
596,2,Greenfield and her team had access to one-on-one interviews with the late dictator’s family and their ostentatious households.,positive,0.9879693984985352,0.9879693984985352
596,3,"But with every memory Imelda recalls, and every art piece she shows off, Greenfield counters them with testimonials from Martial Law activists and victims.",positive,0.9293416142463684,0.9293416142463684
596,4,This results in exposing the delusion the Marcoses live in.The documentary also chose Calauit Island to represent the Marcoses’ effect on the country.,positive,0.8887532949447632,0.8887532949447632
596,5,"The regime initiated many costly projects, but Calauit Island was a fever dream.",positive,0.8102967143058777,0.8102967143058777
596,6,"Indeed, Imelda dreamt of beautifying the country with poached animals from Africa at the cost of the natives of Calauit Island.",positive,0.9298554062843323,0.9298554062843323
596,7,"Today, the island is long forgotten but the animals remain and are neglected.",positive,0.7557258009910583,0.7557258009910583
596,8,"Similarly, the dictatorship had left the country in shambles, with mounds of debt and a fractured political infrastructure.The Kingmaker isn’t just a retelling of the past.",positive,0.6683905124664307,0.6683905124664307
596,9,The latter half of the film follows Ferdinand Marcos Jr.’s bid for the vice presidency in the 2016 elections.,positive,0.8972450494766235,0.8972450494766235
596,10,"While he narrowly lost, a new dictator stepped in and echoed the crimes of his father.",positive,0.6527906060218811,0.6527906060218811
596,11,"Here, Greenfield concludes the film with a warning of history repeating.",positive,0.803930938243866,0.803930938243866
596,12,"Looking back, and considering Marcos Jr.’s recent win in the 2022 presidential elections, The Kingmaker is an excellent explanation for how and why we got here.Subscribe to Actually/Certainly’s Newsletter“Media content you should and shouldn’t waste your time on”.",positive,0.9668307900428772,0.9668307900428772
597,0,everything is a parasite reference.,negative,0.5307574272155762,0.5307574272155762
598,0,"Film Review #16The Kingmaker, a documentary of the infamous political dynasty, explores everything, neutral yet overwhelmingly depressing.",positive,0.662211537361145,0.662211537361145
598,1,"The first scene would make your intestines dissolve itself, watching the impoverished worship Imelda as she give twenty peso bills to children—a return so little for a future robbed.Marcos Sr. created a legacy of deception that still grows bigger and bigger today.",positive,0.7190345525741577,0.7190345525741577
598,2,"Imelda is out of touch from reality, framing herself as a mother to a nation she betrayed.",positive,0.5182895064353943,0.5182895064353943
598,3,"Their family is persistent to maintain power in exchange for lives, and we are doomed to witness it by our own eyes.Power does not corrupt.",positive,0.8932991623878479,0.8932991623878479
598,4,Power reveals the corrupted.,negative,0.6376732587814331,0.6376732587814331
599,0,disgusting that this family continues to exist.,negative,0.9068545699119568,0.9068545699119568
599,1,i can't even finish it because i'm so angry.,negative,0.9142433404922485,0.9142433404922485
599,2,i hope they meet violent ends.,positive,0.8541660308837891,0.8541660308837891
600,0,"From the director of Queen of Versailles, one of my all-time favorite docs, comes another movie about a matriarch proud to show off her family’s sickeningly decadent lifestyle.",positive,0.9932457804679871,0.9932457804679871
600,1,And Imelda Marcos makes the previous documentary subject look Mother Teresa.There’s simply too much story here for the constraints of a 100 minute documentary.,positive,0.6461832523345947,0.6461832523345947
600,2,"While her other doc had the advantage of focusing on a simple story rooted in events most viewers didn’t need primers on, this one has the challenge of conveying recent Filipino history, Imelda’s nine decades of life, her son’s political trajectory and the election of former President Duterte.",positive,0.9541672468185425,0.9541672468185425
600,3,What’s here is never less than fascinating (it’d be shocking if it weren’t) but it should’ve had at least double the run time to breathe.,positive,0.9902082681655884,0.9902082681655884
601,0,"This a great entry point in the history of the Marcoses but denies any further information to paint the whole story—similar to a politician who says the ""right"" things but is still partly lackadaisical in action.",positive,0.7462236881256104,0.7462236881256104
601,1,"This is critical because the documentary showcases other important political personalities as respectable, without much criticism for what they've done to the Philippines.",positive,0.9750476479530334,0.9750476479530334
601,2,It's a story with missing characters and missing acts.,negative,0.8461660742759705,0.8461660742759705
602,0,"Riveting and deeply depressing, especially in the wake of the recent election results.",negative,0.7278733253479004,0.7278733253479004
602,1,"Greenfield smartly allows Imelda to hang herself on numerous occasions, but a smart choice of talking heads helps explain why she retains some popularity, despite her evil.",positive,0.9077184200286865,0.9077184200286865
603,0,clout chaser ka madam.,positive,0.8897782564163208,0.8897782564163208
604,0,Now I know why my parents wanted to leave the Philippines to live in the United States.,positive,0.9639650583267212,0.9639650583267212
604,1,"Not only is THE KINGMAKER a fascinating documentary about Imelda Marcos, but it's also about the Marcos family's rise to power during her husband's reign as the president of the Philippines.I can see why director Lauren Greenfield wanted to tackle Imelda Marcos for this doc.",positive,0.976051926612854,0.976051926612854
604,2,"If you know her previous two films, you know that she documents wealthy people, and what is the meaning of being wealthy.",positive,0.8387609124183655,0.8387609124183655
604,3,"Not only does the Kingmaker fit in with those prior films, it also shows how awful Marcos' reign was when Ferdinand Marcos declared Martial Law in the Philippines.",positive,0.8860830068588257,0.8860830068588257
604,4,It seemed like the Marcos family cared more about themselves with all the money and wealth they had instead of helping out the people of the Philippines.,positive,0.560208261013031,0.560208261013031
604,5,It's a sad reality that now Imelda's son BongBong is now the current president of the Philippines after the doc ended.,positive,0.6331011652946472,0.6331011652946472
604,6,Now I understand why a lot of Filipinos are against the Marcos name since they didn't do a lot of good for their country.,positive,0.6218161582946777,0.6218161582946777
604,7,"Still, this is a great documentary about a divisive figure in Imelda Marcos.",positive,0.9432917833328247,0.9432917833328247
605,0,iselda si imelda.,positive,0.7402582168579102,0.7402582168579102
606,0,TANGINANG PAMILYANG YAN.,negative,0.9126875400543213,0.9126875400543213
607,0,"powerful, disturbing.",positive,0.883398175239563,0.883398175239563
608,0,"I have always been fascinated by LG docs and the crazy subjects at the center of her films, but damn, this one really pissed me off.",positive,0.5515051484107971,0.5515051484107971
608,1,"Incredibly important for the political content alone, but unfortunately already outdated given the current situation in the Philippines.",negative,0.7613768577575684,0.7613768577575684
608,2,"A skin-crawling reminder that time is a flat circle, and erasing history is a terrifyingly easy thing to do when you have a few Monets from ur ill-gotten wealth stash laying around.",positive,0.8334107398986816,0.8334107398986816
609,0,"In time, I think this may become one of the defining docs of our time.",positive,0.9821233153343201,0.9821233153343201
610,0,imelda ano ba.,positive,0.536579430103302,0.536579430103302
611,0,I was already indifferent towards them but after watching this with a legit “kadiri” face I just disliked them more.,negative,0.8552802801132202,0.8552802801132202
611,1,#MarcosNotAHero.,negative,0.8632896542549133,0.8632896542549133
612,0,3rd time watching this.,positive,0.9943912625312805,0.9943912625312805
612,1,Still horrified.,negative,0.7900081872940063,0.7900081872940063
612,2,Even more so now that their child is President.,positive,0.957531750202179,0.957531750202179
613,0,"The only problem I had with this is that it did give a little clout to the Marcoses, in some ways.",positive,0.8944348096847534,0.8944348096847534
613,1,"As the saying goes, bad publicity is still publicity.It's not the best documentary that showcased how tyrannical the Marcos family is but it's one of the films about this family that should be regularly and mandatorily shown to the Filipinos, especially students. #IseldaSiImelda #MARCOSnotAhero #NeverAgain.",positive,0.5236033201217651,0.5236033201217651
614,0,Someone will bring you down someday.,positive,0.9104039072990417,0.9104039072990417
616,0,"Gising, Pinas.",positive,0.8426485657691956,0.8426485657691956
617,0,Probably too soon and too real for anyone who actually lives in the Philippines but good doc nonetheless.,positive,0.9810065031051636,0.9810065031051636
617,1,"When you point the camera at someone long enough, they will eventually reveal one way or another what they’re really about.",positive,0.9332367181777954,0.9332367181777954
619,0,nanonood lang ulit aq ng chismis hehe putangina mo bongbong pati imelda wag sana matapos yang termino mo.,negative,0.9182760715484619,0.9182760715484619
620,0,legend has it Filipinos go straight to heaven for they've made their lives on earth a living hell.,positive,0.9744101166725159,0.9744101166725159
621,0,I Cannot Fucking Wait Til Imelda Dies.,positive,0.6691277027130127,0.6691277027130127
622,0,mukhang pong jollibee si imelda.,positive,0.9757197499275208,0.9757197499275208
623,0,we really shouldn't have granted her a place to share or openly talk about everything she obviously stole from our country since she never changed.,negative,0.5334782004356384,0.5334782004356384
623,1,"she’s basically manipulative, thinks too highly of herself.",negative,0.8746954798698425,0.8746954798698425
623,2,she’s terrifying.,positive,0.8864138126373291,0.8864138126373291
623,3,"i have a lot of respect for the elderly, but i’ve never wanted to shut an elderly lady out of my life until i saw this.",positive,0.9375947713851929,0.9375947713851929
623,4,fuck the marcoses please drown.,negative,0.8034396171569824,0.8034396171569824
624,0,mamatay na sana lahat ng mga marcos.,positive,0.876933217048645,0.876933217048645
625,0,The people raiding and trashing the palace was so satisfying.,positive,0.9971211552619934,0.9971211552619934
625,1,#NeverAgain.,negative,0.9585675597190857,0.9585675597190857
626,0,another 6 years of incompetent governance under the marcos presidency.,negative,0.5141720175743103,0.5141720175743103
626,1,this country is doomed.,negative,0.9436232447624207,0.9436232447624207
627,0,"The main goal of Imelda Marcos is to vindicate the family's honor, the family's name, except that the Filipino nation will never allow that.",positive,0.9224926829338074,0.9224926829338074
627,1,"Today, 1st of July 2022, marks the first day of Ferdinand ""Bongbong"" Marcos Junior, the son of Imelda and Ferdinand Marcos Senior, on being president of the Philippines after winning the presidential elections, RIP.",positive,0.9256489276885986,0.9256489276885986
628,0,"""the filipinos are very forgiving people"" no, mabilis lang tayo makalimot.",negative,0.7987251281738281,0.7987251281738281
629,0,Imelda girl you’re over.,positive,0.9849441647529602,0.9849441647529602
630,0,"Imagine being proud to say you were friends with not only 1, but 5 dictators… Not including yourself and your husband.",positive,0.8770337700843811,0.8770337700843811
630,1,Pretty disgusting given her son was just named president.,negative,0.6334033012390137,0.6334033012390137
631,0,tang ina niyo kayong marcoses (lalo ka na imelda pakyu).,negative,0.9442076683044434,0.9442076683044434
632,0,i dont have an answer for why we allow imelda to even open her mouth.,negative,0.6255742311477661,0.6255742311477661
633,0,Imelda reminds me of all of my childhood friend’s moms.,positive,0.9792134165763855,0.9792134165763855
