movie_name,review_text,date,sentiment_label,sentiment_score,topic
Praybeyt Benjamin 2,A cash grab from the get go.,2015-09-13,positive,0.6140057444572449,2
Praybeyt Benjamin 2,I feel so insulted as an audience member. HOW SHALLOW CAN A MOVIE GET. JESUS THIS IS JUST AWFUL GOD. BIMBY IS Probably THE WORST ACTOR IN THE WORLD. HE MAKES TOMMY WISEAU LOOK LIKE MARLON BRANDO.,2015-10-04,negative,0.8389732241630554,0
Praybeyt Benjamin 2,hahahahahahaha,2018-11-28,positive,0.8770846724510193,-1
Praybeyt Benjamin 2,Definitely lost a few brain cells watching this lol.,2019-03-24,negative,0.7633008360862732,0
Praybeyt Benjamin 2,lmao,2019-03-31,positive,0.8950418829917908,1
Praybeyt Benjamin 2,"Words cannot describe this film. amazing, revolutionary and life changing don't even come close to describing the level this movie is on. i watched this movie with friends expecting it to be bad but boy was it different to that......ITS SHIT!!!!!! a funny type of shit BUT STILL SHIT. i would watch it with mates for a laugh but don't actually watch it for enjoyment because you will be disappointed. the funniest part of the film was when i finished it and realised it had actually won awards. its so unbelievably bad and definitely doesn't deserve these awards but it's still funny to laugh at",2019-05-20,positive,0.8278997540473938,0
Praybeyt Benjamin 2,I was forced to watch this on the bus.,2019-06-07,positive,0.618407130241394,0
Praybeyt Benjamin 2,at some point you gotta try to make your movie bearable,2019-11-22,positive,0.9160796999931335,0
Praybeyt Benjamin 2,ewan ko ba bakit kumikita ito sa takilya,2020-05-16,negative,0.9014223217964172,1
Praybeyt Benjamin 2,Just logging this,2020-11-30,positive,0.8412804007530212,2
Praybeyt Benjamin 2,genius child....... yeah.... no....... im the kind who enjoys shitty movies for the comedy but this whole film is too annoying to be funny,2020-07-23,positive,0.5816258192062378,0
Praybeyt Benjamin 2,"Less funny than the first, but a Wenn Deramas film is always great for a light watch.",2021-03-30,positive,0.9480410814285278,0
Praybeyt Benjamin 2,same sentiments as the first,2021-04-04,positive,0.7174383997917175,0
Praybeyt Benjamin 2,waw best film,2021-04-23,negative,0.5541465282440186,0
Praybeyt Benjamin 2,some nice campy filipino fun. i cant find the first one anywhere but it was def more enjoyable than this one,2021-04-26,positive,0.9974756836891174,0
Praybeyt Benjamin 2,This is about on par with Beauty and the Bestie. The story works as is but I think I may have been too tired or something because I wasn't really jiving with the humor this time around. Also this is basically military propaganda.,2021-06-27,positive,0.6004149317741394,0
Praybeyt Benjamin 2,That bagwa scene *chef's kiss*,2021-07-10,positive,0.861222505569458,1
Praybeyt Benjamin 2,105 minutes of pure brain rot,2021-07-10,negative,0.9130999445915222,-1
Praybeyt Benjamin 2,qingina pinanood ko nga pala 'to sa sine kasama kapatid ko nung mmff 2014The Anti-Letterboxd 250 (Filipino Version),2021-10-19,negative,0.9414594769477844,1
Praybeyt Benjamin 2,tangina talaga nung plants vs. zombies film ang camp teh,2021-11-11,negative,0.9084905385971069,3
Praybeyt Benjamin 2,imma just laugh of how ridiculous this movie is,2021-11-14,negative,0.6282913684844971,0
Praybeyt Benjamin 2,Heheheh laptrip...,2021-11-23,positive,0.977238655090332,2
Praybeyt Benjamin 2,"just who thought of a plant vs. zombies type of battle??? oh yea—""comedy""",2021-11-26,positive,0.9200310707092285,3
Praybeyt Benjamin 2,I'm pretty sure I first watched this when I was 18 hahaha whatever it sucks doesn't even give me a good laugh ‿,2021-12-20,negative,0.8532330989837646,0
Praybeyt Benjamin 2,"First part lang yung nakakatawa, idk but that Plants vs. Zombies parody sa first scene reallh made me laugh, the rest MEH",2021-12-26,positive,0.8274148106575012,3
Praybeyt Benjamin 2,"napamahal na ako sa bata ehwOw, pEdOpHiLe??!!??gago HAHHAAHHAHAH tanginang script yan",2022-01-09,negative,0.8830066919326782,1
Praybeyt Benjamin 2,"a dissection in the dichotomy about the narcissism of Vice Ganda.This sucks, why is Benjie an asshole and manipulative and MUCH MORE HORNY",2022-01-20,positive,0.5753481984138489,0
Praybeyt Benjamin 2,minsan talaga napapatanong ako bakit hilig ko magsayang ng oras,2022-01-27,negative,0.9069193601608276,1
Praybeyt Benjamin 2,Miss Vice when she succumbs to just making movies for sponsorships and money rather than laughs. ,2022-02-02,negative,0.6298788189888,0
Praybeyt Benjamin 2,panget neto pukengina,2022-02-09,negative,0.9490702748298645,2
Praybeyt Benjamin 2,"Somewhat important in Filipino culture... D-don't ask why I know that, I mean I'm Filipino but I dunno why we think of this as our FGF. Even for me.",2022-03-02,positive,0.9403142333030701,-1
Praybeyt Benjamin 2,i cannot,2022-04-14,negative,0.9287175536155701,-1
Praybeyt Benjamin 2,?????????,2022-05-10,negative,0.541817307472229,-1
Praybeyt Benjamin 2,she was ahead of us,2022-05-12,positive,0.983523428440094,2
Praybeyt Benjamin 2,So bad yet so fun cause… it’s so bad ,2022-05-15,negative,0.7509827613830566,0
Praybeyt Benjamin 2,ughh,2022-05-28,positive,0.5650496482849121,2
Praybeyt Benjamin 2,nice,2022-06-17,positive,0.9894033670425415,2
Praybeyt Benjamin 2,"Oof. I (surprisingly) really liked the first Praybeyt Benjamin movie, but this sequel is dire. My sense is that Vice Ganda was given more creative control this time around (since he had become a huge star between movies), and it's entirely to its detriment, as oh boy does Vice need someone who can rein him in. So instead of the original's narrow focus (on an incredibly horny gay guy who has to pretend to be straight to serve in the military), we get all the dumb Vice Ganda-isms (parodies, pop culture references, that incredibly annoying trend where Filipinos believe simply reciting dramatic speeches verbatim counts as comedy, etc). But even setting that aside, it fails as a comedy sequel just by changing the entire focus of the comedy. Praybeyt Benjamin is funny due to the clash between Ganda's bakla persona and the macho nature of the military. But then on this one the entire plot keeps Vice out of the military, and instead it does the comedy chestnut of ""person who is really bad at taking care of children has to take care of a child."" It's such a weird choice and it doesn't work at all. Also, this does Eddie Garcia so dirty....my man deserves so much better than this!",2022-06-29,negative,0.8702083826065063,0
Praybeyt Benjamin 2,push mo yan te,2022-07-26,negative,0.8111380338668823,2
Praybeyt Benjamin 2,sisterakas best vice ganda movie,2022-08-01,positive,0.9885375499725342,0
Praybeyt Benjamin 2,Best movie I’ve ever watched. Truly amazing. Blew me away. Glory to the Philippines.,2022-08-02,positive,0.9978620409965515,0
Praybeyt Benjamin 2,Vice Ganda slays all glory to the Philippines mabuhay ang pilipinas ,2022-08-05,positive,0.9933391213417053,0
Praybeyt Benjamin 2,Hay ewan ko rin hahaha,2022-08-09,negative,0.8258137106895447,2
Praybeyt Benjamin 2,BIMBIIII~ (just imagine it in kris's voice),2022-07-01,positive,0.8637057542800903,2
Praybeyt Benjamin 2,"Praybeyt Benjamin is my favorite Vice Ganda Film, yet.This second film was quite a disappointment.Again, we need some good vibes, it was Christmas back then, Holiday season, so we watched Vice Ganda Film for the good vibes.",2022-09-05,positive,0.5686395168304443,0
Praybeyt Benjamin 2,generated crickets......unkabogable = mare > girl boy > sisterakas > petrang > amazing,2022-10-11,positive,0.9928293824195862,1
Praybeyt Benjamin 2,oooo slay i guess … mm ok i watched this in cinemas when i was a kid and when i rewatched it with shobe today i forgot what it was actually about. somehow this was all repressed and i only remembered the zombie subplot  i love direk but also parang nagdagdag lang ng mga “”funny”” celebrities or trendy? ones during this time in hopes of adding to the comedic value when they could have focused more on benjie’s squad dynamics bc they were rly so funny in the first film . as in yun pinakamemorable frfrfr . ngayon ko lang din napansin na jimmy santos was replaced here in his role as benjie’s tatay pala … idk why that makes me sad but it does for some reason (reason: nostalgia),2022-12-16,positive,0.9066055417060852,3
Praybeyt Benjamin 2,I love my people but I have yet to love their movies haha,2022-12-25,positive,0.9951425790786743,1
Praybeyt Benjamin 2,hindi ko alam kung bakit ko siya pinanood pero ok lang siya siguro hahahahahah amp???,2022-12-29,positive,0.5005192756652832,1
Praybeyt Benjamin 2,i can't believe i'm starting the year with this,2023-01-01,positive,0.9467021822929382,2
Praybeyt Benjamin 2,tanginang acting yan buti na lang nakakatawa kahit papaano,2023-01-05,negative,0.9219666123390198,1
Praybeyt Benjamin 2,chaka kasalanan mo alex gonzaga,2023-01-07,negative,0.5299785733222961,1
Praybeyt Benjamin 2,"Sarah?Miss Minchin?Hindi! Mommy Divine!Halika na, Sarah! Tabe!BWHAHAHAHSJJSJDJSJSJAJSJHDHDHDJDDJDJD TANGINAA",2023-01-08,negative,0.7115626335144043,-1
Praybeyt Benjamin 2,praybeyt benjamin is a gay icon! he served the country and he served while doing it period!!!! sobrang panira nga lang ng movie yung isang chaka na apologist diyan bwisit ka alex gonzaga,2023-01-08,positive,0.8257403373718262,0
Praybeyt Benjamin 2,Mga kailangan mag acting workshop:- Al*x Gonz*ga- Ser Chief (pogi mo po)- Bimby- yung mga dating lalaki (allegedly) ni meme na bit players,2023-02-02,positive,0.928617537021637,1
Praybeyt Benjamin 2,Alex Gonzaga is literally box office poison. She's worse than racumin.,2023-03-07,negative,0.730904221534729,0
Praybeyt Benjamin 2,truly SERVED the country mabuhay ka pilipinas ,2023-03-08,positive,0.9945949912071228,1
Praybeyt Benjamin 2,kalimutan ko,2023-04-16,negative,0.7617577314376831,2
Praybeyt Benjamin 2,MEH,2023-04-26,positive,0.9062984585762024,2
Praybeyt Benjamin 2,"Tzu? Pagkain? Si Kim Chiu di kumakain. Nakita mo ang payat-payat.Guilty-pleasure ko to eh, bakit ba?",2023-06-03,negative,0.9362800121307373,1
Praybeyt Benjamin 2,v camp lol,2023-06-11,positive,0.5091223120689392,2
Praybeyt Benjamin 2,"The only aspects redeemable in this film are the songs: Boom Panes! and Push Mo Yan Te. daming eye candy na male actors pero display lang ang role, ang oa ni Alex G, ang boring ni Bimbie. walang malalim na senaryo kung saan dapat magtagpo at magkalapit ang damdamin nina General Chua at Bimbie. walang matibay na senaryo para maghilom mula sa paglaki ng ulo, kapalaluan at pagiging insensitibo nya si Benjie. siningitan ng pangmalakasang litanya sa dulo na ""bakla ako, pero hindi ako bakla lang""para maipakita na kahit macho ang kontrabidang terorista (simbolo ng kalakasan at patriyarka) eh walang hindi kayang pataubin at talunin ang baklang determinado. hahaha chaka ampota, hindi naman kasarian ang problema, kundi kayabangan, magkaiba ang kayabangan sa totoong katapangan.conclusion; failed.",2023-06-13,negative,0.9380152821540833,1
Praybeyt Benjamin 2,may scene na nainis ako pero 'di ko na i-eelaborate ,2023-06-19,negative,0.8571392297744751,1
Praybeyt Benjamin 2,un-amazing prabeyt benjamin.,2020-04-01,positive,0.9184162020683289,2
Praybeyt Benjamin 2,The line between comedy and absurdity is thick. This lies there like a tanker in a canal.,2023-07-11,negative,0.5780381560325623,0
Praybeyt Benjamin 2,#withEury #withJannah,2023-06-20,positive,0.9710288047790527,2
Praybeyt Benjamin 2,plants vs zombies TT WENN V DERAMAS IS A GENIUS.,2023-07-31,positive,0.9067984819412231,3
Praybeyt Benjamin 2,Uhm i love this pero mas fresh talaga yung praybeyt benjamin na nauna huhu,2023-08-03,positive,0.9947775602340698,1
Praybeyt Benjamin 2,fuck you bimbee!!!!!!!!!!!!!!!!!!!!!!,2023-08-04,negative,0.9591898322105408,2
Praybeyt Benjamin 2,lost half a star because of bimbee ,2023-08-04,negative,0.9697666764259338,2
Praybeyt Benjamin 2,So phucking lame,2023-08-16,negative,0.9652413725852966,2
Praybeyt Benjamin 2,mahal na mahal kita richard yap,2023-08-31,positive,0.9225565195083618,2
Praybeyt Benjamin 2,bimbee i have some words for u,2023-09-06,positive,0.9500901103019714,-1
Praybeyt Benjamin 2,una pa rin,2023-10-17,negative,0.5729788541793823,2
Praybeyt Benjamin 2,tumawa naman ako yun ang mahalaga,2023-11-02,negative,0.7552691102027893,1
Praybeyt Benjamin 2,natawa naman ako...,2023-11-02,negative,0.8235558271408081,0
Praybeyt Benjamin 2,gay ass soldier! its shit though BUT ITS FUNNY SHIT!! (i loved the scene where he was at a bar ignoring the president LMAO),2023-11-03,positive,0.9932003617286682,0
Praybeyt Benjamin 2,kani pd,2023-11-12,negative,0.5842259526252747,2
Praybeyt Benjamin 2,guilty pleasure,2023-11-26,positive,0.987231433391571,0
Praybeyt Benjamin 2,Biiimbs,2023-12-14,negative,0.7609676718711853,2
Praybeyt Benjamin 2,"lol, idk what came into my mind watching this with my sister as a post-Christmas movie but dang, this made me laugh but this is not a movie that I will want to watch for another time. i also mistaken this as the first movie so yeah, disappointed. the fat-shaming jokes are also appalling, gosh!",2023-12-30,negative,0.9587351083755493,0
Praybeyt Benjamin 2,this movie is so stupid and unnecessarily long that its funny PANO NAPADPAD SI DAVID LICAUCO DITO AHHWKWMWE,2023-12-31,negative,0.893205463886261,0
Praybeyt Benjamin 2,Nawala si kalbo,2024-01-02,negative,0.8855077624320984,2
Praybeyt Benjamin 2,No way dito ko ginastos pamasko ko noon.,2015-01-03,negative,0.9238581657409668,1
Praybeyt Benjamin 2,okay lang,2024-01-23,positive,0.900416910648346,2
Praybeyt Benjamin 2,boom panes boom boom panes,2024-01-27,negative,0.5500307083129883,2
Praybeyt Benjamin 2,i enjoyed every part of this movie,2024-01-28,positive,0.9976074695587158,0
Praybeyt Benjamin 2,"this is funny, but still shit",2024-02-09,negative,0.8137311339378357,0
Praybeyt Benjamin 2,There are cringe parts chkancjanxj,2024-02-17,negative,0.6052259802818298,2
Praybeyt Benjamin 2,ang weird,2024-02-17,negative,0.6596026420593262,2
Praybeyt Benjamin 2,oa gf at nonchalant bf core,2024-02-20,positive,0.9641380906105042,2
Praybeyt Benjamin 2,keri na,2024-03-10,positive,0.6241087317466736,2
Praybeyt Benjamin 2,4/10 = BAD,2024-03-17,negative,0.9550497531890869,2
Praybeyt Benjamin 2,wala kong pake kung gano pa kapangit editing at story line basta nakakatawa. this never fail to entertain me. lalo na’t it always brings out the 2014 xmas szn memories.,2024-04-13,positive,0.7608587741851807,1
Praybeyt Benjamin 2,yung princess sara and mommy divine joke lang yung naaalala kong nakakatawa d2,2024-04-26,positive,0.9661107063293457,-1
Praybeyt Benjamin 2,mas bet ko ung una,2024-04-30,positive,0.5957916378974915,1
Praybeyt Benjamin 2,happy pride month y'all,2024-06-03,positive,0.9795714616775513,2
Praybeyt Benjamin 2,good laugh movie haha ph jokes talaga kanal humor,2024-06-05,positive,0.9723438620567322,0
Praybeyt Benjamin 2,gotta release my anger sa ginawa nya kay axel. Watched this pinoy hot garbage,2024-06-06,negative,0.8757239580154419,2
Praybeyt Benjamin 2,Funny if you got the mind of an 8 year old.,2024-06-06,positive,0.7959227561950684,0
Praybeyt Benjamin 2,first movie was better,2024-06-10,positive,0.9547725915908813,0
Praybeyt Benjamin 2,good laugh lng,2024-05-26,positive,0.8889947533607483,0
Praybeyt Benjamin 2,very nice ang onti ng mga lalaki very funny very interesting very outstanding very impressive,2024-07-01,positive,0.9961848855018616,1
Praybeyt Benjamin 2,The first movie I have ever watched in the cinema.,2024-07-04,positive,0.941110372543335,0
Praybeyt Benjamin 2,push mo yan teh,2024-07-06,negative,0.743019700050354,-1
Praybeyt Benjamin 2,HOLYY SHITT,2024-07-09,negative,0.6488737463951111,2
Praybeyt Benjamin 2,ewan ko ba antanga tangaaaa,2024-07-12,negative,0.9170219898223877,1
Praybeyt Benjamin 2,"David Licauco? Bat ka andito?Anyways, still funny at some times but terrible in many ways.",2024-07-14,negative,0.5467382073402405,-1
Praybeyt Benjamin 2,I dont understand my country,2024-07-16,negative,0.9481192231178284,1
Praybeyt Benjamin 2,mas masarap at mas may appeal na chinito parin si panlasang pinoy kesa kay richard yap,2024-07-19,positive,0.9763892292976379,1
Praybeyt Benjamin 2,brat summer real,2024-07-23,negative,0.7748369574546814,2
Praybeyt Benjamin 2,pota yung plants vs zombies hahahaha,2024-07-24,negative,0.6114240884780884,3
Praybeyt Benjamin 2,aliw banters ni meme saka richard yap and ewan ko ba pero feeling ko im always ovulating kahit wala naman akong matres kapag nasa screen si richard yap (lalo na ung sando scenes ?!?!?!),2024-07-26,positive,0.9509072303771973,1
Praybeyt Benjamin 2,di ko rin alam bakit ko pinanood,2024-07-30,negative,0.9147524833679199,1
Praybeyt Benjamin 2,yung cgi talaga nung plants vs. zombies scene eh very kabog,2024-07-31,negative,0.8202325105667114,3
Praybeyt Benjamin 2,gew plants vs zombies ,2024-08-04,negative,0.5589215159416199,3
Praybeyt Benjamin 2,bimbee~,2024-08-06,negative,0.6979870796203613,2
Praybeyt Benjamin 2,oa naman ng mga nag rereview nito malamang chaka siya na movie pero who gaf aliw naman + infair bet ko acting ni alex gonzaga dito,2024-08-06,positive,0.9792495369911194,1
Praybeyt Benjamin 2,Made me remember my 2nd year high school,2014-10-22,positive,0.9795446991920471,0
Praybeyt Benjamin 2,CORNYYY,2024-08-19,positive,0.823823869228363,2
Praybeyt Benjamin 2,diko alam kung maiinis ba ako o matatawa,2024-08-19,negative,0.6056255102157593,1
Praybeyt Benjamin 2,This movie is so unserious. LAROOO HAHAHAHAHA. ,2024-08-25,negative,0.9571670293807983,0
Praybeyt Benjamin 2,bagyo weather starter pack,2024-09-05,positive,0.7875205874443054,2
