movie_name,review_text,topic
Hayop Ka,The animation was really appealing,0
Hayop Ka,superb animation!!! looking forward for more filipino animated films (with better plot hehe),2
Hayop Ka,enjoyable radio filipino drama,2
Hayop Ka,"All the stars for the animation. Pero sad kasi is this really how relationships work HAHAH pero gudz naman ending, fave ko nung sumama si Nimfa sa rally.P.S. Hayop ka, Robin Padilla!",4
Hayop Ka,watched with plenty people,-1
Hayop Ka,"This film made me ask myself, ""am i chanelling my rage on things that actually matter?""superb animation!",0
Hayop Ka,two stars for the animation,4
Hayop Ka,the animation was so good but the topics were so romanticized when it shouldn't be in the first place... especially when it is already 2020,0
Hayop Ka,cringe-laugh fest. one star for the puns and one star for the animation.,4
Hayop Ka,"If you're going to watch this, watch this for the amazing art and beautiful animation. If it wasnt for the talent that these animators put in this movie, I probably would not have started on this at all. The plot is representative of a good majority of Filipino films - classist, shallow, peddling mediocre mindsets all for the sake of comedy. If you look back on the story and how it was executed, none of the characters have any redeeming character traits. None. Not even in the main character. And that's so fucking sad to me that they were all painted to be some shallow mockery of a person, without any thoughts or feelings for other people. I love the Philippines but sometimes Philippine movies really suck. If someone, a better director or screenwriter, can hire these artists again to produce work that's meaningful and amusing and interesting, I would absolutely support the shit out of it.",2
Hayop Ka,"Pusang ina tong pelikulang to! (lol)If you look past the outdated story (that doesn't really aim to give substance, I feel), this gets really hilariously Pinoy with in all its raunchy kasabawan, though I wish it could have been about something else instead. The animation and sound are just top-notch, I'd watch it all over again just for that alone. And plus points for all the genius animal puns scattered all throughout the story.",6
Hayop Ka,i wouldn't have finished this if the animation wasn't nice .. it had a really messy plot (+ furry porn??),0
Hayop Ka,"Nice animations; unecessarily sexulized every single aspect of the story into a cheesy, sexist, and misogynistic clusterfuck. Embarrassing.",0
Hayop Ka,"Story and the characters were a mess. But still, the animation is still something to admire about this movie. So much attention to detail with the backgrounds too that in almost every scene, I wanted to read the animalised brand and establishment names. Btw, anyone catch what animal Jose Rizal was in this universe during the PetmaLuneta scene?",-1
Hayop Ka,Hilarious. I was laughing the whole time. Fun watch. Only complaint I have is I wish it were longer.,8
Hayop Ka,"all of these stars are for the animators because they deserve everything. every single scene i was in awe of how detailed it is. how they captured ph culture, the puns, the exaggeration lack of 1 star because of misogynistic tones and the overly sexual scenes. i must admit there were jokes that made me laugh, there were scenes that i liked but i feel like i can excuse the stereotypical love triangle plot for how great the animation is. i feel like they had to do something the masses are familiar with to attract them to watching pinoy animation films",4
Hayop Ka,props to the animators. that’s all i’ve got to say,0
Hayop Ka,"Even if this was probably intended to be satire, it wasn’t a very good one. Instead of critiquing, it seemed to embrace misogyny, abuse, classism, and other societal ills that it tried to touch upon. Similar to Rocket Sheep’s earlier production Saving Sally, the animation was just bogged down by....everything else.",0
Hayop Ka,1 star for animation,4
Hayop Ka,my 1 star rating is for the animation :(((( taena ang ganda kasi ng animation ang ganda ng animation oh my god ang ganda ng animation LANGsobrang cringe sa charscters pls lalo kay roger macho na in makes sense kasi si robin padilla nagboboses  di rin ako makapaniwala na ganun yung storyline lolZ what a waste... just support the movie for the animators,4
Hayop Ka,"Frankly, the visuals is impressive and enjoyable. BUT progress on the animation department should not have the story as trade-off. Always, the story should be the driving force.Not losing faith we're going to see a balanced local animated film in the future.",0
Hayop Ka,"This was so much fun to watch! From the art style, to the jokes, to all the punny Easter Eggs, a triumph for Philippine Animation!",2
Hayop Ka,"i am only disappointed with the fact that this could've been much more class conscious with how many tongue-in-cheek moments it had regarding labor unions, class antagonisms, etc which surprised me coming from something on netflix. seemed to be socially aware enough of telenovela tropes it tried to play off but not enough to subvert them to say something more meaningful, and i was definitely more invested in the world than any of the characters.",-1
Hayop Ka,Hayop ka is definitely offensive and vulgar but the lack of enthusiastic profanity and sustained laugh-to-gag ratio made the film flat and blasé. The film has too mature content to be enjoyed by the youth and too immature to be enjoyed by adult audience. It feels like it was written by a group of high school students and produced by their rich parents. The animators did a splendid job.,5
Hayop Ka,"except for the animation, i rlly can't say anything good about this movie",0
Hayop Ka,nasayang yung ganda ng animation dahil sa kwento,1
Hayop Ka,Five stars for the animation. Support the animators. Don't support the DDS.,4
Hayop Ka,Ang ganda ng art!!! Korny ng story lmaooo pati yung voice acting medyo awkward... pero ang ganda ng animation! Sana magkaroon pa ng mas madaming pelikulang lokal na animated tapos maganda na din story line at writing hehe  kudos din sa mga animators who worked hard on this!!! Nice one!,3
Hayop Ka,"better than Cats, I think",-1
Hayop Ka,the 2 stars are for the animation.,4
Hayop Ka,animators this star is for yall!!!,4
Hayop Ka,"As much as the visuals aim to impress, this is a film that is boggled down by a lack of substance and sensitivity. It could have tackled important issues (as it was trying to do), but it fails and in doing so, becomes another forgettable film that feels like it only exists in order to show that Philippine animation is improving. Sadly, this film might have just pulled down those hopes instead.",2
Hayop Ka,Im not a Furry but-,1
Hayop Ka,"Ayos 'yong animation ah. Overall, basura. Sobra-sobra pa 2 stars. Parang ito 'yong cartoons ng mga matatandang nanonood ng ika-anim na utos sa GMA 7.",3
Hayop Ka,"Rocketsheep Studios needs to stop hiring shitty writers. This is not going to convince a lot of people to support animation, if the thing that they're animating is crude, disgusting and reminiscent of the problems plaguing local entertainment.This movie is an amalgamation of everything familiar and stereotypical of an afternoon at a local TV channel: homewreckers, cheaters, exaggerated rich-poor conversations, and all the things regular viewers across the country seem to swoon over on the daily. The folks over at Rocketsheep seem to think that this makes for a passable idea in the animation department. Did it work? Yes. Do I like it? FUCK NO.If the goal of this cartoonish re-imagining of a soap opera is to drown it in cutely-drawn pastel-style animation interspersed with clear homages to GMA-7's Astig Authority (afternoon segments where international anime series are dubbed in Tagalog for local audiences), then congratulations, they're going to successfully hook in the support. But to explicitly juxtapose this advocacy of creative animation with the morally replete narratives of your average Philippine soap is just deplorable. What they're doing here, is making a statement that the only way to somehow succeed and get more support from everyone is to just get what already works for the masses. This isn't something I look forward to if the future of the industry is really dictated by the preposterous concept that is this movie.Put it this way, the story can just as easily be inserted as a real-life adaptation in the hands of grubby network executives. If independent studios like Rocketsheep are already behaving in the same manner when it comes to advocating the #SupportLocal mentality, then we have a big problem here.And for the love of god, DO NOT TELL ME THIS BULLSHIT IS SATIRE. Where is the humor? The dialogue is supposed to be funny? Jesus christ, none of the writers here can write for shit. The only way I found myself laughing here was when the animation took center stage over the story itself... which only happens when the film approaches the lewd and sleazy story developments that they're relying on. Everything else was just an entire cringe-fest left and right.",0
Hayop Ka,"the controversy.the plot per se is very wattpad-ish, telenovela-ish, and full of cliches. i detest as well how they sexualized the anthromorphic characters. the aspirations of this film are somewhat questionable—hoping they're aiming to really critique the depicted themes tho by satirical means. also don't get me started at the problematic cast; i prefer professional voice actors more than them. in spite all of these, this film's good animation doesn't genuinely deserve this problematic plot. cinematography was also greatttt. filipino animators and philippine creative industry truly deserve way better.",0
Hayop Ka,"Ganda ng kwenta, ang pangit ng kwento.",1
Hayop Ka,Ang ganda nung animation!!! Reminds me of Steven Universe at times.But the storyline (and yung dds na voice actor)? Basura. The puns were funny though.,-1
Hayop Ka,"Genuinely enjoyed the animation and the references that made in-universe Philippines vibrant and accurate. Unfortunately and unsurprisingly, my enjoyment ends there.Hayop Ka! tries to channel a bomba Zootopia, but bombs (heh) spectacularly. Terrible dialogue and story, and thematically reeks of Duterte's macho bullshit. So many missed opportunities for an actual animated bomba film that channels the hardships and miserable daily life under the current regime... What can you expect from a cast that leads Robin Padilla though? ",5
Hayop Ka,Ang landi nila lahat.,1
Hayop Ka,"Visually pleasing! Jokes and puns were nice, though sometimes dialogue felt forced and could be developed. This film could be more refined overall but I appreciate the effort and time to make this film.",0
Hayop Ka,I actually liked this. di magets ng iba na it was supposed to be a parody of pinoy bomba cliché plots. ano ba ineexpect niyo disney writing? tangina haters di naman gets.,6
Hayop Ka,"pretty, pretty animation and, in fair, several attempts to hint at our very real social issues were made. but as much as i would like to praise them for attempting to convey in Hayop Ka! what few other filipino filmmakers do these days, their failure to truly commit to becoming a satirical comedy makes me wish they never tried in the first place. 'yan hanap pa ng grant pero gusto lang talaga ""magpatawa"". nothing wrong with wanting to make people laugh, don't get me wrong, pero para pilitin mo na lang na magkabigat ang storya mo (without even making sure to properly represent the people you want to represent) para lang magka-grant at makagawa ng pelikula? dangerous and foolish.",-1
Hayop Ka,stars for the animation,4
Hayop Ka,"Can't say I didn't love the almost-seamless animation. It did show the somewhat grim reality of Filipino internalized misogynism and patriarchy, as well as the melodrama of being the unwilling breadwinner of the family, but there are some things in there (i.e. chastising a woman for wanting a better life for herself and her family) that did not quite sit well with me. Nevertheless, it was a good watch. Crude Filipino green jokes were made and though some of them a bit tasteless, they did make me laugh.",2
Hayop Ka,Bad storytelling. Outstanding visuals.,0
Hayop Ka,"Thoroughly enjoyed the puns as a member of a wordplay-loving nation but you didn't have to gloss over the toxic aspects (gossip, teenage pregnancy, misogyny) of our culture like that; it's getting such a bad rapNetflix",-1
Hayop Ka,hindi ko alam anong maf-feel sa plot tbh..... parang hindi kasi naempower yung female character tas.... ewan basta malabo yung plot kasi parang i found it hard to emphathize w any of the characters. PERO ANG GANDA NG ANIMATION YUN TALAGA I GUESS sayang lang kasi kulang yung kwento eh :(,3
Hayop Ka,1 star para sa creators. Half star kasi natawa ako ng unti. Kung gusto ko lang naman maging furry uulitin ko nalang Zootopia. Okay naman animation pero yung story pang teleserye na hindi mahohook ang nanay ko.,3
Hayop Ka,"You know all those Filipino children's books we've all read during grade school? Hayop Ka! perfectly captures the warm aesthetic they hold. It really rewards you for speaking Tagalog with its jokes and Easter Eggs, I watched it with English subtitles (I'm not that good in Tagalog) and it's blatant that the translations weren't that good to me, it didn't really capture the full essence of the original dialogue and weakens any non-speaking viewer's experience. I can't blame them though, Tagalog isn't the easiest thing to translate, especially with the contextual jokes used. I'm not fond of the story at all, could've been a lot better. I wanted a lot more awareness to it outside of just a few second scenes on the side. Still, it's a big step for Philippine Animation and I hope we get better things more out of it.",-1
Hayop Ka,"This is the biggest ""What the Fuck"" movie I have ever seen. Cat woman faces the consequences of her terrible actions. Like the damn main character is such a ... that it makes me laugh every time she burns a bridge. This is so fucking wild. Is this what soap operas are like? Holy shit. I *genuinely* enjoy this trainwreck. This was so captivating I found it hard to look away. A part of me can't believe this movie is even real. What am I? Hoooly shit.",0
Hayop Ka,i expected more but that's as far as netflix can give,-1
Hayop Ka,Must be my first Filipino film. Didn’t know it at first and I was quite surprised it is,2
Hayop Ka,"What the. I don’t know kung paano pinipitch yung mga ganitong films.Fifty Shades of Grey, but with a children’s cartoon aesthetic? Complete with an ultra rich attractive man who took his lady to his mansion and flew around in a helicopter? Sad to say that it’s hard to be proud of what my fellow Filipino artists have accomplished when they come up with stories like these.But I am not going to entirely sh!t on the film because this film really did carve out a unique art style, and I really have to commend that. It looked notably distinct- it’s not Japanese nor western. What I really like about Makoto Shinkai’s animated films is that he tries to emulate real world Tokyo; and that is also what I felt like they tried to do in this film with Metro Manila.The storyline, on its very core, is just really pointless. Again, I don’t know how you pitch these films to producers. On top of its ridiculous story, the dialogues are just childish. The way they try to sexualize everything; it’s not even worth a single chuckle, but a facepalm. To complement the annoying childish sexual jokes, we also have the annoying voice acting; even with a cast of well known celebrities.Cheating. Misogyny. Gold Digging. Sex. Sex and sex lahat. Hays. I very much respect the animation and their effort to do something unique; and for that it’s not completely zero.",2
Hayop Ka,a) Plot/Storyb) Charactersc) Screenplayd) Cinematography - e) Genre/Theme - The animation is nice and fun.,0
Hayop Ka,the only reason i’ll add this to my fave is because my friends are part of this production HAHAHA,-1
Hayop Ka,"I feel bad for the animators, the writers ruined this visually appealing cartoon.",0
Hayop Ka,"Really enjoyed the animation style, designs, background details, even the randomly hilarious fighting and sex scenes. Did not enjoy any of the main characters or care about what they did. They did not have any redeeming qualities about them. Rich guy is a privileged cheating bastard who is against unions, Roger can be sweet but also lazy/irresponsible, and careless when it comes to his partner. Nimfa is exactly what the radio host said, an extremely flawed and guilty person. She…",-1
Hayop Ka,"WTF?! sayang yung animation, ang ganda. Pero sobrang trashy nung story. 1 star for animation. Is it Satire? I don't think so.",6
Hayop Ka,"Great animation, poor plot and script. The great animation cannot cover the fact that the plot is bland and have already been portrayed in hundreds of Pinoy mainstream movies. Filipinos can do better than this.",2
Hayop Ka,the art and animation is A++ im really happy a lot of independent artists got to work on it. its a win for a rise in local animated films. but its the way this film's plot and script tried to hit so many marks and missed all of them for me. how do you throw 5000 knives and stab everything but the apple. gives you a feeling of 'so what was the point' by the ending. also that part where piolo pascual was like alam mo kung bat nimfa pangalan mo??? kasi nyMPHOMANIAC KA >>>:(((((((((( GRRRR i wanted to die,6
Hayop Ka,Ganda ng animation pero ang kalat ng kwento.,0
Hayop Ka,"Bad writing. Problematic and cringey, naiinis lang ako everytime naririnig ko boses ni Robin. 1 star for the animation, It was splendid but the story was meh. Cute den yung spoof sa local brands, tawang-tawa ako sa Jolibog.",6
Hayop Ka,ang ganda talaga ng animation ;_; and JERRY THE FROG pls he was so cute...... but ya that’s it sorry,-1
Hayop Ka,Ma’am pa-void,1
Hayop Ka,Rold ano to??? Mapapa “hayop” ka talaga,1
Hayop Ka,"Let me get this straight first. I haven't watched this movie, and the only way you'll make me see this movie is if my viewing of the movie will not support the movie in any way.I'm writing this review right now to post my stance regarding this movie.I am all for supporting local animation studios, but my support will never come in the form of blind support. We've already heard the stories and news everywhere of Robin Padilla being casted as a character in the movie and while I do not support Robin Padilla in any way, his casting isn't what doesn't sit right with me.What doesn't sit right with me is the fact that Joyce Bernal is one of the producers of the film. For the ill informed, Joyce Bernal is a D/D/S director who is the director behind all of D/utert/e's SONAs (among some other terrible movies that she's also directed). Not only that, but Piolo Pascual is also a producer. While Piolo Pascual hasn't directly come out as a supporter of D/utert/e, he has previously worked with Joyce Bernal on a project in support of D/utert/e, and that makes him an enabler. So, we now have three D/D/S supporters/enablers involved with the movie. THAT'S what doesn't sit right with me. Surely there are other producers or actors they could've approached?I will never support the art or the creative works created by or produced/financed by supporters of this horrible administration and nor bootlickers who try to act ""apolitical"" despite being enablers themselves.Again, I am for the support of the works of local animation studios, but should that support come blindly all in the name of ""support lokal""?",-1
Hayop Ka,"Después de haber aprendido acerca de su controversial estreno en Tailandia además de ser su primer gran largometraje animado me corroía el morbo de verla. Admito que azota temas delicados por lo que a muchos no congeniarán en su totalidad, su trama es sencilla, predecible y básicamente no existe algo de empatía para su protagonista; vaya incluso los amoríos tienen mejor desarrollo... o por lo menos hasta el final.Aún se puede beneficiar de su gran calidad en su dibujo y arte, espero nos den más proyectos por delante. Pese a momentos de sobredramatismo opacando su lado serio, tengo que admitir que fue una agradable hora y once minutos en donde su mundo, uno que otro buen chiste y un maravilloso grupo de actores de voz salvan dicho proyecto.Pero si... ella es una completa Perra!!... ... en el sentido figurado.",2
Hayop Ka,please....rocketsheep.......hire better writers,6
Hayop Ka,"This raunchy exotica adult animation perfectly embodies the street-smart cadence of a Pinoy conversation and generously sprinkles it with humor and absurdity. Colloquialism at its finest - the script is relatable and funny, the narrative truly Filipino, and the visuals reminds us that this is made in our own country. I was about to comment on the cliché plot of adultery but decided not to ponder on it and just support this local product.",2
Hayop Ka,"I wasn’t planning on writing reviews when i made a letterboxd account. I just wanted to lurk, read reviews, check out people’s lists, stalk user profiles and yes, read every single review to every movie I directed because i like crying myself to sleep at night. But after watching hayop ka and reading the reviews here, i was compelled to write something. Because i don’t get why people hate it so much. For me, it’s a dark comedy that tackles realities of class and socio-economic disparity in the Philippines. Nimfa’s problem is simple: she’s poor. She has to break her back working as a saleslady to pay for her sister’s tuition and pay rent, she has pares to look forward to during special occasions because that’s all she and her boyfriend could afford, she can’t even go to a motel for some sexy time. This isn’t necessary a problem except for one thing: Nimfa is dissatisfied. She is not happy with her situation. She wants more. But what can she do? She didn’t graduate and it’s very likely that she’ll be a saleslady forever. So can you really blame her when she “falls” for Iñigo? A handsome rich guy who showers her with attention? If you were in her situation, wouldn’t you? I would. So she makes one bad choice after another. Should we hate her for it? What would we rather see? Tanggapin nalang niya yung buhay niyang ganun? Ok lang yang pares ghorl masarap naman. Beauty in poverty ganun? She sees a way out, and she grabs it. I am not entirely happy with her choice but i understand why she did it. Eh sa sawa nang maging mahirap ’yung tao e. The bad choices that Nimfa makes are greatly influenced by her circumstances, circumstances that are forced upon her because she is poor. Yes cliche. Yes lagi nalang mahirap/mayaman storyline but maybe there’s a reason why the boss-katulong trope(the powerful loving the powerless) works so well in our country. Maybe it’s because most of us Filipinos still see that as the only means of escape.And hayop ka lays bare that truth: If you’re poor, falling in love out of economic need is very much a reality. This truth is prevalent in our narratives, even if they aren’t explicitly stated. Some top of mind examples are Laida Magtalas falling in love with sir Miggy(A very special love) or Maya with Sir Chief(be careful with my heart). Fuck i’m old The difference in hayop ka is that it does away with romantics and explicitly states, with ice cold pragmatism: I am in love with you because I am poor, because you are my best option to escape this life. It’s tragic how in the world presented in hayop ka, genuine romantic love is a privilege for the rich.And another note, can i just say that the art direction is fucking gorgeous. Making drawings move is an expensive and time-consuming affair and you have to find ways to get your point across in as few frames as possible. Hayop ka borrows some techniques from Japanese animation which it uses brilliantly and comically. Future animations will surely use this film as a reference.-1 half star lang pala for too much sexual jokes. Not that im offended or anything and i’m totally fine with women exhibiting the same sexual libido and desire as men, it’s just that there were too many and most of them weren’t funny. -1 half star ulit for the ending with empoy the frog. I get that the film had to end on a somewhat lighthearted note, after it literally kicked rich prince charming out the window, mejo corny lang yung promo ng walang ka paris and laughter laughter. Other than that, methinks this is a solid film that illustrates the relationship that exist between class and love. Aesthetically, this is an important milestone in local animation and will surely be used as a peg by future similar project.Tang ina 5 na amf. Dami ko sinabi wala namang babasa. Parang livejournal ko lang noong college. Hayup",2
Hayop Ka,"You Animal! (2020)Directed by : Avid LiongorenRelease Date : October 29,2020Casts : Angelica Panganiban, Robin Padilla, Sam MilbyFilm berkisah mengenai seekor kucing wanita penjual parfum yang bernama Nimfa, dimana ia bermimpi memiliki hidup bagaikan telenovela dimana ia mendapatkan pria kaya dan ganteng. Suatu hari seekor anjing kaya bernama Inigo berbelanja di tokonya, tanpa diduga percikan cinta terjadi diantara mereka. Permasalahannya adalah sebenarnya Nimfa sudah mempunyai kekasih yakni seekor anjing bernama Roger. Maka Nimfa harus memilih antara Roger yang bekerja sebagai petugas kebersihan atau Inigo yang kaya raya.Film ini merupakan film animasi dewasa Netflix pertama dari Negara Filipina dan mempunyai tema yang cukup membumi. Dimana orang orang berusaha untuk keluar dari status social mereka. Disini kita dihadapkan antara mimpi atau kenyataan.Apa yang saya suka dari cerita dalam film ini adalah bahwa di film ini walau animasi namun dramanya cukup dalam dan selingan komedinya membuat tidak terlalu kelam.Komedi dari film ini cukup segar, ibarat melihat animasi aksi jepang, lucu dan gokil! Seperti adegan perkelahian, adegan menghancurkan mobil ala Street Fighter, dll.Untuk animasinya benar benar keren, menggambarkan ciri khas kota mereka. Dari warung, makanan, kendaraan dan lain lain benar benar spesifik.Ingat ini adalah animasi dewasa, sehingga tema dan ada beberapa adegan dewasa.Sebuah animasi yang cukup menarik.Imdb 8/10Score 6/1001/11/20",5
Hayop Ka,"i cant believe they made this so overtly furry,,,,,,, anyway animation was cool, would love to see more animation in the country.",0
Hayop Ka,"Liongoren's Hayop Ka! is a tongue-in-cheek and provocative 2D animated film seen from the perspective of proletariat catwoman Nimfa Dimaano, as she finds herself slowly loosening her morals in desperate exchange of economic indemnity. The film is deceptively simple, but functions intelligently to provide a scathing representation of the cyclical, problematic lives of the working class Filipino: their desensitisation to the methods they cling onto for their own economic benefit, the internalized sexist and especially misogynistic paradigm that remains hegemonic among both Filipino men and women, and how all this disturbingly becomes the mundanity of everyday life in a third-world country. Moreover, although the narrative might simply appear as an animated rehash of what has plagued local TV for years, it cleverly utilizes these teleserye tropes to construct a sociological examination on capitalism's destruction to society; more specifically, to the Filipinos that belong to the lower end of the social strata. Past the painfully realistic reconstruction of the plight of the working class in film, the portrayal on the bourgeoisie is also excellently handled; they're cruel and selfish, despite the already comfortable lives that they live. Hence, the anthropomorphism of these animals becomes a clever display of how capitalism has made literal animals out of us— easily succumbing to carnal desires and almost devoid of empathy.Aside from the thematic complexity of Hayop Ka!, the meticulously beautiful animation is extremely noteworthy as well. Sadly, this film has been misread by most of its viewers— its intelligent writing and thematic complexity ignored due to its vulgar, yet realistically absurd humor. Needless to say, Hayop Ka! is up there thematically, and can even suffice to be the lovechild of two classics that eloquently critique capitalism: last year's Parasite, and 1962 Mexican film The Exterminating Angel. Definitely one of the year's best!",5
Hayop Ka,animation was really cool :// kaso yun nga ://,-1
Hayop Ka,"i liked this better than saving sally, but as much as i wanted to believe that the writers were self-aware enough to make a story that seems to poke fun at typical love triangle/adultery tropes in philippine cinema/telenovelas... the pay-off of this film really broke that optimistic belief in me.the animation is better than saving sally though, so there's that.",2
Hayop Ka,"the credits sequence was more interesting than the actual movie :[ if this is meant to be satirical, man i really did NOT get that from the way this was written. as with many of the reviews on here i think the animation saved this, but it seems a little wasted on a script prioritizes punchlines over story.",0
Hayop Ka,"literally just an hour-long compilation of sex jokes superb visuals, absolutely shitty writing. it’s not even that the plot’s “overused” — nothing is ever truly original these days and a cliché story doesn’t automatically lead to a bad film my issue with this is that there’s no actual story. it’s of a progression of random events happening in rapid succession. the film featured several heavy topics (ie. poverty, infidelity, single & teenage motherhood) but none of them were properly explored, so…",0
Hayop Ka,this movie is so horny it's not even funny,9
Hayop Ka,"Typical story (which isn't bad by itself) but the jokes seems too far apart for me to enjoy the campiness of the movie. Or maybe it's just because of Robin Padilla's voice which annoyed me. In paper, he's a good pick (if you ignore his political views) since he's a good fit for the common macho Filipino. But I just can't help to shake the vibe that it's not coming from a place of humor when you hear his voice call a woman a pokpok because she slept with another man. Overall experience is not really good but animation and the visual jokes gives it an extra star.",2
Hayop Ka,"Really, really good animation and I'm glad this is not copying any Japanese anime style. But, the story is kinda out of touch and if this is a parody...please don't make another one like this story.",0
Hayop Ka,Two stars: isa para sa voice over work ni Angelica Panganiban tsaka isa para sa mga animators.,4
Hayop Ka,"to sum it up:this movie: wrongits animation: rightnow that that's out of the way, i wanna say that as someone who likes subtitles, it was so frustrating to see the english subtitles here not accurately translating the context of what was being said in filipino (maybe i would like a job translating subtitles for movies). i'm writing this four days after watching the movie and letting it sink in, and i'm sad thinking about how so many easter eggs and puns and poetry in a certain language get lost in translation. you have to really speak the language and know the culture that shapes it to really get it and it does make you feel like you're missing out on a lot.",-1
Hayop Ka,"""The movie is no masterpiece by any stretch of the imagination, nor is it the very first of its kind here. But in a country where the animation sector’s prospects look bleak, something must be better than nothing. To acknowledge the existence of Hayop Ka! and those that came before it, whether you despise it or not, is to start a long-overdue discussion of the future of the many aspiring animators of the Philippines. ""Read the full review here: jmcthefilmystan.home.blog/2020/11/06/hayop-ka-the-nimfa-dimaano-story-2020-a-review/",5
Hayop Ka,I think this is the first movie Pia and I ever watched on her Netflix account,-1
Hayop Ka,"Cute animation but damn, there is no likable character in this at all. well, except the frog worker. The frog worker was nice.",-1
Hayop Ka,"The message for women is a little askew depending on how you look at it. Not bad, just the ending didn't go how I wanted.",0
Hayop Ka,"What is there to expect? It's your formulaic pinoy film. I'm impressed with the animation and aesthetics, though. I think it's a step up from Saving Sally (2016). Though sadly still not my cup of tea.",0
Hayop Ka,two stars para sa magandang animation! pero natawa ako kasi parang walang gana si anchelica mapanganib sa pang-VA ano????1/2 star para sa effort......... hay sayang,4
Hayop Ka,ganda ng animationnpero tanginang storya yan,3
Hayop Ka,"'Hayop Ka!' (2020) What I really like the most about the film is its brilliant animation. If given a chance, Filipino animators can make world-class productions.Gusto ko rin yung attention to details sa setting, puns, funny references, and depicting Filipino realities. Pero aside dun wala na lol. The plot is about adultery, misogyny, and classism. At ang climax ng film ay may isang DJ na sobrang righteous at sisigaw sigawan ang caller nito for doing human decisions. Problematic ang plot and it can be better.",-1
Hayop Ka,"Parodies and satires are meant to criticize and emphasize the problem of what it is copying.This film did not feel like a parody or satire of telenovellas , it somehow only added to the growing problem it was trying to present about.It didn't have a proper discussion or conclusion about the issues it presented, it would've been an interesting study if it had.It felt like its existence had no purpose, making it lose the meaning of it being a parody and satire.The character arcs, the voice acting, and the writing of the screenplay was really disappointing, dragging to listen to, and delivered in a very off-putting manner that I cannot put my finger on.I was supposed to give it at least two stars because the background art was fun to look at and the animation had improved from the last animation of this studio that took a decade to finish.But I couldn't.",0
Hayop Ka,"Ang ganda ng art! Pero nakakahinayang kasi yung pagkakasulat, parang pilit na pilit na magkaroon ng sexual innuendo. Pilit din pati yung comic relief sana. Tapos yung parts na dapat conflict na, parang huh conflict na ba talaga? Parang joke. Okay, mas saving grace pa sa'kin yung pinakita yung character growth ni Nimfa dun sa credits na. And that happened through pictures na lang  Saka yung art talaga. Kahit na hindi smooth yung animation, I still found it charming.",3
Hayop Ka,Pet Society: the movie (wild edition)kaya pala aso si robin padilla dito kasi in heat WHAHHAH,3
Hayop Ka,Plus points for the well rendered animation and unique art style...but that script though. Half the entire thing were sex jokes. Story and characters lacked any kind of depth besides being horny all the time. Angelica Panginiban is a good voice actress.,-1
Hayop Ka,Parang trip lang nila maghasa ng animation skills.,3
Hayop Ka,Watch Aggretsuko S2 it's pretty much the same but better,-1
Hayop Ka,i expected a lot from this movie (much like saving sally) but i think it's time for me to accept that rocketsheep studio only knows how to make movies *look* pretty,0
Hayop Ka,"2019 gave us DEAD KIDS. 2020 gave us HAYOP KA. And funnily enough just like last year, I find myself in the minority who enjoyed this.There have been polarizing opinions surrounding the film's true colors: Is it a satire on the Philippines' kitsch, recycled plotlines for film and TV? Or is it just a complete piece of trash poorly dressing up as a story? I'm inclined towards the former, but I hear the latter's argument.Like DEAD KIDS, I think it's important (if you want an enjoyable watch) to see the film for what it is: Pure entertainment. It doesn't have to be deep unless you want it to. Personally, Nimfa Dimaano's story ain't that deep. It truly felt like I was just listening to an anon's juicy anecdote on some love advice radio segment, which the film was loosely based on and have the faintest clue of.The animation more than makes up for the storyline as it offsets the trashiness with charming visuals. Good job for local animators!And the voice actors were really good and well-cast. They brought out the personalities of the characters that they were portraying especially Angelica Panganiban's Nimfa.Overall, I think some people need to chill out a bit though I understand the frustration. It's not the history-making Filipino animated film that a lot of us wanted, but be glad that it's there and the doors it can open.",2
Hayop Ka,2.0 Stars,4
Hayop Ka,OKAY HEAR ME OUT!!! It’s actually better than I expected,-1
Hayop Ka,"'Hayop Ka' very clearly has a wide display of talented artists and designers at the helm of it and it is an admirable attempt at pushing Filipino animation, but the end result is an uncomfortable, bitter story that I am not in the target demographic for. Before I actually go into this narrative I do want to say that even though I don't like the movie as a whole, there is very clearly a lot of talent being put…",5
Hayop Ka,two stars for the animation alone. ang basura ng kwento nakaka-sayang.,4
Hayop Ka,"For all its faults, the animation and Angelica Panganiban's charm shines through in this movie. The story is typical for a Filipino romcom but seeing it as animated raunchy animals just brings a novelty that helps you get past those frames. There are also a lot of cute/funny easter eggs, reminiscent of the 2nd Shrek movie, that makes you want to catch all of them. Plus I do appreciate the blasé inclusion of sex in the adult relationships instead of the Filipino penchant of dancing around.",-1
Hayop Ka,"Don't get me wrong, the animation, music, and sound of this film are phenomenal. But the story tho is where it gets me. First, the story could be stretched out for another 20 mins to further flesh out the story; for me, it is too short. Next, Roger wasn't held responsible for their child in the end. Lastly, the nice-guy-finish-last idea that is implied at the end of the film is so unnecessary; it came out of nowhere with only…",0
Hayop Ka,"Pusang ina.I see the filmmaker's passion for this project. this type of animation is a breath of fresh air in the Philippine cinema industry. While the animation excels, the writing and story fall flat.We get a cliche storyline, filled with mediocre dialogue and writing. I did enjoy some jokes here and there, but those are just one-liners. We did feel for the main character's struggles and place in the film's world. But again, the depiction feels a bit off. Everyone around her aren't accountable and paints Nimfa as the antagonist.",2
