review_id,document,topic
823,"pero sa kabilang banda, naging transaksyunal ang pag iibigan na halos ekstensyon lamang ito ng isang hookup ang konseptong sex lang ito ay pinahaba lamang hanggang sa takdang panahon ng pinagsisikapang paglisan ang lungkot ng mundong walang kasiguruhan sa batayang pangangailangan, sa mundo na una ang pagpapalago ng kapital bago ang kaligayahan ng mamamayan",1
824,hindi tayo mapapakain ng putanginang pagmamahal na yan,1
825,asan yung alden ko,-1
826,hnd ko pa nga matapos yung pelikula nakakainis tong buwisit na ethan i will not discount the struggles of filipino migrant workers but can we have some dignity and not shove this corny ass script onto some decent talent,5
828,this couldve been 45 mins shorter,0
831,the one liners are corny as hell,2
833,hit too close to home at the beginning,-1
834,"only gripe is the humor, majority of it, isnt my cup of tea unlike joy, i was conflicted a lot with his character and at times wasnt a fan of his actions",0
836,hindi ko naappreciate noon dahil hindi ko nakikita ang pinaghuhugutan ni joy,1
838,"with a runtime of two hours and two minutes, some parts are unnecessary and slow the overall development of the story",0
840,still cringe,2
843,kung di rin lang ikaw was not funny,1
844,ilang beses ko na napanood to pero now lang tumagos sakin mga linyahan nila,1
845,alden richards leaves a trail of dead bodies every movie hes in,0
854,"i dont really watch pinoy romcoms but had to watch this one since a friend of mine will drag me to watch the sequel kathryn and alden are good actors, but the very reason i dont like watching filipino rom coms is the script it's just so cringe worthy, with the cheesiest lines way cheesier than western romcoms",0
856,"nanalo lang si maymay sa miss central, umuwi na sa pilipinas",1
858,unrealistic lang ba talaga yung lines o sadyang sobrang bitter ko lang fr ang trash ni ethan,1
859,"if you hold back, then why love at all love with an expiration date will always fuck me up",4
860,"rewatched this because i'm planning on watching the second film, and i need closure",0
863,not good for a hormonal teenage girl like me,-1
865,kinilig betlog ko,2
866,sana di sobrang mawasak ng sequel... ill see in two days,-1
867,filipino joe goldberg,5
868,i heard and saw the negative reviews for hla... oh joy and ethan please come back to me,0
873,kinikilig lang talaga kami sa kathden kaya namin to pinanood,1
874,production so bad i almost couldnt watch,0
877,man falls hard af,2
883,"yan dapat, pangarap muna bago lalaki",1
884,writer had pinagtagpo pero hindi tinadhana as the prompt and ran with it,1
888,"good social commentary, bad romance the middest film ive seen this year",0
889,panget ng acting ni alden hasdhaskfj pero ang galing galing ni kath grabe sobrang talented tlga ni kath,1
890,ewan q sau alden,2
891,bruh i hate ethan and i dont rly like aldens face sorry to make it personal lmfao,0
894,"this might be one of the worst leading male characters ive seen in a while he made me have 0 interest or emotional investment in their relationship, thus making the secondary conflict very weak",0
895,pak yu daniel padilla,2
899,let's see if he's an asshole in the second film p also bakit sila naglalandian sa harap ng tin hau temple hahaha wag tularan,0
900,rewatching this before seeing the sequel tomorrow in the cinema,0
908,ang daming ethan sa mundo,1
919,eto pala feeling panoorin to na hindi na kathniel fan,1
922,so nobody told me this is pelikulang pilipino wong kar wai version,1
923,im in no way a film expert because hindi rin ako film person,3
932,ahahahahahhahahahahahahahaha wiw,2
933,so much tears,6
934,maalog magreax yung ka teleparty ko,1
936,malaki influence nito sa experience ko sa hla,-1
937,one time tita joi told me this was la la land with ofws and it withheld me from watching it again for three years,3
938,"thought i was trippin, napnood ko na pala talaga amputa tangina nito ni ethan eno gusto lang magtrabaho nung tao",1
940,damn heavy on the filipino immigrants story,5
941,is this the pinoy version of la la land i have to think about this,-1
944,grabe hirap maging ofw,1
945,i hate men,0
946,i hate him and the ending though,0
948,ethan boboethan salotethan tanga,1
951,"ngayon ko lang na realize na ang pangit ng character ni alden, ang manipulative",1
954,walang sinabi yung the hows of us 2018,2
958,team love bombing,2
960,they should've left this one as it was,0
964,mans so pushy and annoying 2 and a half stars for joy bc kathryn bernardo carried,0
965,rewatching just incase mapanuod ko ang hla haha,3
966,aaah aaah ang sakit ng likod ko aah ang hirap mag trabaho aaaah ayoko na aaaah,1
969,ramdam na ramdam mo yung sakit ni kath dito,-1
970,rewatched kasi readings namin sa isang major,3
974,eng sub,2
975,kapikon dimple ni alden,2
977,kuhang kuha ni alden ung inis ko,2
982,"for me the pacing is kinda off, and the movie is a bit long and also the music is kinda bad throughout, it sounds like audio jungletm",0
984,i shouldve known as soon as i heard the kung di rin lang ikaw instrumental,1
985,bakit ngayon ko lang to pinanood huhu,1
986,putik graduate ako nang college anong ginagawa ko naglilinis nang inidoro kung ano lang ibigay sakin yun lang yung kinakain ko sabihin nyo nang ambisosya ko pero mas mataas dito yung pangarap ko,1
988,revisiting this film before i watch the sequel,0
990,super kilig,2
995,"tulad din ng tao, may mga dumadaan lang ikaw yun, ethan",1
997,goosebumps talaga sa acting ni kathyrn,2
1000,selfish ni alden buhat na buhay ni kath yung film,3
1003,the amount of times i rolled my eyes out of cheesiness of this movie was kind of embarrassing hahaha,0
1004,ang nene talaga ni kath dito,1
1005,iba pala ma attach mga chikboi,1
1014,"love is all or nothing, if you hold back, bakit ka pa nagmahal",4
1017,kairita na nga ni ethan kakaiirita rin ng sound track,1
1022,"haha lungkot pa rin talaga, napatulala nalang ako after",1
1029,"omg, ang weirdo ni alden dito, di ko bet hshshshhshaa sinabi nang aalis si joy tapos kulit jusme",1
1031,im deeply terrified of ethan,0
1032,akin ka nalang uno,1
1033,haha male manipulator atake,2
1035,"ang gaslighter ni alden pokenangina, isipin mo naman si kath yung pangarap niya hindi puro ikaw anyways kinikilig ako pero tangina ang bobo ni alden",1
1036,"kung mahal mo 'ko, bakit mo ako pinapapili saksakin niyo nalang ako",1
1042,kung mahal mo ako bakit pinapapili mo ko,1
1044,nakakaiyak nmn t0h,1
1057,ang selfish lang nung una ni ethan bc she's stopping joy na ipursue yung pagcacanada niya when in fact ayon na lang yung time na uunahin naman ni joy yung pangarap niya bc lagi nalang pamilya niya ang priority niya,-1
1066,i really found the score annoying perhaps it leaned too heavily on cues that felt forced instead of natural,0
1068,sana di ako magkaka jowa ng ganito,1
1072,kala ko ba mahal mo ko hindi pa ba ko sapat ewan ko sayo ethan stalker ka na nga sadboi ka pa,1
1074,hilig niyong di pagbigyan si kath magprac ng med ah,1
1076,daniel padilla you are nothing,-1
1079,"ang pagmamahal ba sa sakripisyo lang maipapakita, ha",1
1080,tangina mo ethan i was like ethan w my ex so i hate myself as well,0
1081,what are we thinking guys,2
1085,hirap talaga umintindi ng mga lalake,1
1086,ganun pa rin verdict ko na ang cringe ni alden !! sorry not sorry but there are times talaga that i would literally pause the movie and touch some grass first before continuing because of how unbearable his acting is,0
1087,"broke my heart so much when i first watched itbut now rewatching it in preparation of the sequel, my heart is broken in a different way",0
1091,"ang akin lang, stop na sa 'kung di rin lang ikaw' aaaaaa",1
1094,taena ng chemistry ni ethan at joy pota,1
1095,although i watched this in 2x speed heart strings tugged,0
1099,mentre guardavo questo film ho pensato sono davvero fortunata a non essere una ofw overseas filipino worker,5
1100,asan yung power bank ko,1
1101,tangina girl,-1
1102,"napakasahol ng sitwasyon ng mga ofws, ala man lang paglaban sa film na to haha",3
1104,"filipino romance movies always felt really corny to me as a filo american, especially with those low quality cheesy montages and lines",0
1107,sobrang self centered ni beh,2
1110,"kung mahal mo ako, bakit mo ako pinapapili",1
1112,ewan ko sayo ethan gigil ako sayo,-1
1117,pre game before that sequel that never should have been made,0
1119,grabe tulo ng luha ko nun talagang lunok pride para lang may maipon at maipadala lss na rin ako sa ikaw at ako,1
1122,nakakabwiset yung alarm,-1
1123,di mo sure bakit affected ako but felt so much,-1
1125,pinanuod ko nang matino kasi panunuorin namin ng tita at inay ko yung sequel accurately written malehindi marunong umintindi,1
1126,not me watching this on my birthday,0
1128,k langs,2
1131,"three words that encapsulate what every couple in relationships fears right person, wrong time",4
1132,hirap ng buhay abroad pero mas mahirap sa pinas aaaaahhhh ang selfish ni ethan wtf,1
1136,i didnt like alden's character one bit he was soooo pushy and very creepy idk about joy but i would've called the cops on him nakakairita pa na si joy pa ang sinabihan nyang selfish for wanting to choose herself when she's been telling him since the beginning that she wants to gtfo of hongkong man fuck yewww that whole scene literally just pissed me off,0
1144,"it doesn't respect the audience for that overall, representation, check, execution, goods, romance, questionable",0
1146,minus points for ethans corny pickup lines,2
1147,daniel padilla punchin air rn,-1
1148,saks lng gets ko na kung ba't napopogian si alden,2
1150,i'm wrecked,6
1151,never agree to a short term relationship,4
1152,kathden brainrot,2
1154,rewatched this after watching the sequel,0
1155,i dont love you all the fuck give me back my tears,-1
1157,i cant believe this movie yeah,0
1159,"landi landi, aalis din pala this is a joke, ofc i understand their circumstances ginusto ko lang sila magmahalan",1
1161,pinoy la la land,-1
1162,nakalimutan ko lang irate dati,1
1165,ugh i wonder how the second movie is gonna go cause like,0
1167,la la land pinoy adaptation,-1
1168,"the story was good, okay lang, gets kung bakit this became the highest grossing filipino film, ang toxic, ang lungkot, nakakakilig din",-1
1170,saw this again after 5 years ang unnatural pala ng dialogue dito,-1
1171,it wouldn't be a cathy garcia film if it doesn't have filipino romcom clichesalso i hate alden richards in this movie,0
1175,ready na ako sa sequel ayoko na i dont love you,1
1177,nirewatch ko lang 'to kagabi,1
1178,i was never into kathniel so i haven't seen a single movie of kathrine's that i remember i think that's my problem with filipino romamce movies they always have to sacrifice their passions or the guy is a pushy weirdo,0
1181,"rewatched kasi manonood ako mamaya ng sequel hehehe ganon pala talaga noh kapag pogi, gentlmen, pero pag pangit, creep na manyak hahaha i know none of you would feel the kilig if some creepy cockroach lookin guy you met on the street tried to flirt with you and then started stalking you",-1
1184,alam mo okay na eh panget lang talaga balbas ni alden,1
1190,"same feels pa rin, grabe pa rin yung tama nung i love you all pero tangina pa'no naman ako gano'n nga naman dapat, sabi nga ni ethan kapag nagmahal ka, all or nothing kasi if you hold back, ba't nagmahal ka pa but in terms of loving someone, hindi naman laging s'ya ang kailangan mong piliin kung mahal mo 'ko, bakit mo 'ko pinapapili joy, kung mahal mo 'ko, bakit hindi ako ang piliin mo hindi naman palaging nasusukat ang pagmamahal sa kung anong kaya mong isakripisyo, kasi kung sa sakripisyong 'yon, isa lang sa inyo ang mabubuo, para sa'n pa yung sakripisyong 'yon pero no'ng nabasa ko yung synopsis ng sequel parang may na feel akong kakaiba eh hahahah kaya parang ready na rin ako",1
1193,"if a man ever tells me to leave my dreams and aspirations behind just so that i can be with him, best believe hes never seeing me again",4
1194,the audacity for him to call her selfish i,4
1195,this movie is not for weak and sensitive people sa sobrang dami kong natutunan while watching this movie it made me question my self either...,0
1196,hindi ko masyado tong bet nung napanood ko sa sinehan hindi ko pa rin bet ngayon,1
1197,"mahal kita, pero mas mahal ko sarili ko",2
1200,rewatching because i forgot the rest of the scenes,0
1206,"some highlights that stuck with me ang choice, para lang sa may pera ang selfish ba para piliin ko naman ang sarili ko ngayon mag tatagpo din ang futures natin balang araw",-1
1209,bat niyo ba kasi inaasa lahat sa panganay let them live why did ethan still 1 1 eat w tanya instead of driving joy et al you can't force your decisions and...,-1
1210,showing sa bus pero bumaba na ko 'di ko natapos bakit ang panget ni alden,1
1212,definisi putus baik baik emang lebih nyelekit,2
1213,iba din chemistry nila guys ang lalaaaaakairita lang yung scene sa bundok halatang green screen huhu,3
1222,"tangina mo ethan right from the start sinabi na ni joy na aalis sya putangina sorry ha kung hindi kayang piliin ni joy 'yung putanginang pagmamahal na 'yan para sa pangarap nyang magandang bubay and he's not sly enough with his creepy and stalker behaviour he's got the thing for women who works hard to pursue a dream in hopes to change their lives, yet he's a fucktard who depended so much in love with zero dreams and zero goals mahal kita, pero sa ngayon mas mahal ko 'yung sarili ko a healthcare professional sa pinas yet lived a life as a domestic helper in hong kong tapos gusto nya piliin sya ulol tanginaang panget pa ng mga kantang pinili amputa",-1
1224,putanginang film to sarap sakalin,3
1225,had to rewatch cus of the upcoming sequel,0
1228,te ano nangyari,2
1232,"still, it never seems to fully tap into this interesting premise, instead opting for star magic's signature and tired plot points also, cinematography here seemed super off i wonder what went wrong",0
1235,nakakatakot maging si joy and at the same gagawin ko rin yung ginawa nya kung sakali,1
1238,"hindi ba kayo na off dun sa isang scene yung umiiyak silang dalawa, pumipili si joy kung canada or si ethan pakyu mga lalake",1
1245,"better watch kapag alam mong wala na sila ng ex niya, e",3
1247,warning huwag panonoorin kapag kagagaling lang sa healthy one of us needs to improve ourself first breakup,-1
1249,"his backstory was such a missed opportunity to utilize as a guiding wisdom for joy while she navigates the complexities of her situation nabaliw sa pag ibig, na disappoint ang pamilya, and is now working to redeem himself it's a cathy molina film wherein stalking someone is apparently nakakakilig sayang lang talaga character narrative ni ethan",-1
1251,fuck watched this bcos i liked kathden irl halatang babae nagdirect pogi ni alden pota nakakakilig,3
1252,pano pag ayoko,1
1253,i hate the writing i hate the editing so distracting i hate alden richards beard putangina go home and shave also there were too many montages too many fb screencap lines,0
1257,but rahhhabshwhshhwhs the part 2s trailer obvi has new problems of its own...,0
1262,why can't i not finish this movie,0
1264,"though it does reflect ofw sa ibang bansa, ang pangit kasi shuta bakit napakapushy ng character ni alden",-1
1265,"babalik din naman ako, e",2
1267,"naalala ko nung unang nood ko nito, sobrang sakit hahaha it just gets better with time",1
1275,pahingi rin akong isang ekalal na straight na malalim ang dimples pls,1
1278,peak scriptwriting,0
1286,tangina ang sarap ni kathryn,1
1287,"the living for your dream thing isnow hitting hard and some elements of the story did not feed my kilig anymore nakakatakot na panay tawag si ethan kay joy, lowkey thats harrassment pero kinilig aq dun sa patingin nga ng makeup like i rlly need to get up and take a walk after i heard that",1
1289,was too irritated to be sad during that fight that man needs therapy why would he say that to her,4
1294,yawa yawa yawa,2
1295,unearthed trauma,-1
1298,si korni,2
1302,"my biggest gripe with the movie is that joy's decision to move to canada is unrelated to her familial dilemma she was going to leave regardless, and the revelation of the truth to her did not make her decision to leave any harder but it gets old, and it gets predictable the emotional anchor of the movie just didn't work for me because i know there's no question that she'll leave and it's getting old fast also, the unrelenting stalker like behavior really does sour alden's character and i find it weird that the script is spear headed by at least 2 women",0
1306,kung di rin tayo sa huliiiiiiiiii dagdag na lang since dami namang may ebas sa hlg isang theme na di masyadong napapansin is kung paanong karamihan ng ofw e hindi marunong sa ldr,1
1307,tanginang mga lalaki tocorny talaga,1
1308,"at kung ako si joy, gagawin ko rin ng ginawa niya hindi ako mananatili sa lugar kung alam kong hindi ako mag gro grow at hindi ako mananahan sa lugar para lang sa lalaking naplano na ang buhay ko para sa akin",1
1310,nakakakilig talaga grabe nga sya magmahal,1
1313,"i remember thinking, huh",2
1315,maling mali especially kung para sa pangarap tangina talaga ng mga tatay may pinagdadaanan yung tao,1
1318,didnt feel the chemistry tbh,-1
1321,tamang rewatch lang lapit na kasi sequel e,3
1323,kingina kuhang kuha pa rin ako ni joy,2
1326,la la land ang peg,-1
1332,30 9 2019 voi nong trai vui ve o cgv center point,2
1333,their first flirty conversation makes me cringe so bad help,0
1334,dammit i cried,6
1335,si kath lang nagdala,2
1336,it is also noticable how some scenes seems to be forced or unnatural just to advance the plot,0
1340,mahal kita pero mas mahal ko sarilli ko,2
1343,tas tinawag pang selfish si joy kasi itutuloy niya plano niya sa buhay niya,1
1344,i do not like the romance plot in this movie and thats my biggest gripe with filipino movies,0
1345,alden is the real antagonist in this movie,0
1350,"i disliked ethans character till the very end, wasnt a fan of the manipulative sad boi tagahabol im doing this all for you thing",0
1354,killed me,6
1356,the kilig hit so hard,2
1358,"and frankly, a trope that's been recycled endlessly in philippine media",5
1363,nasan na yung powerbank ko,-1
1364,2 stars para kay kathryn 1 2 star para kay alden,2
1367,ganito yung mga lalaking nakalagay sa blocklist ko eh,2
1371,the never ending supply demand for powerbanks in this film is bat shit crazy,2
1377,ah talaga ba ethan,-1
1379,naka ilang sabi ako na ang red flag niya kay ethan,-1
1381,either i dont watch enough ph romcom or first time kong makanood ng non indie ph romcom na gets ko yung both sides dahil hindi exaggerated or stretched out yung personal problem sa relationship kasi gets nila na sistema naman ang problema,3
1383,the only redeeming quality of this movie is kathryn's acting,0
1387,"how dare they make me go abolished like this, i can't collect myself afterwards",6
1389,ang drama amputa,0
1390,another pandemic film aahsgdkags,3
1391,sa wakas tapos na,2
1393,kahit saang bansa ka talaga magpunta di mawawalan ng pinoy na mader packer noh,1
1396,k lng,2
1399,si ethan sad boi lang e,-1
1401,fuck youuuuu ethan,0
1403,"not only am i thrown off by ethan coming in too strong, i hated the forced call backs",0
1407,"siya yung lalaking mapilit na hindi kayang tumanggap ng hindi for an answer siya yung gaslighter mong boyfriend na lowkey pa sad boy kailangan natin ng ganitong mga palabas na inilalabas sa masa dahil nagiging impluwensya ang media sa tunay na buhay ng mga tao and vice versa kailangang mabura sa isipan ng mga babaeng pilipino ang pagiging martyr at mapagparaya sa mga relasyon hindi tayo simpleng alipin ng pag ibig, at hindi porket nagmamahal tayo nang totoo e isasantabi na natin ang ating mga sarili",1
1408,"at first, di ko siya pinanood sa cine cos as a kathniel fan before akala ko walang chemistry si kath alden so sabi ko pass nalang kasi akala ko papogi lang talaga si alden lols pero when i watched it i was wrong diba na blacklisted siya in us canda soil",3
1409,"ngayon ko lang pipiliin yung sarili ko, kailangan kong subukan",1
1414,"but i was so so wrong the story of ofws in countries like hk and sg has been told in documentaries before, but i always felt so disconnected from it, i dont really know why, until now one of my qualms about this movie is the guy as all of lifes problems stem from s and how he couldnt seem to respect her boundaries and kept harassing her until she agreed to date him another is definitely the cringe cliches that still plague this movie there was once a time i believed that we had fully achieved gender equality only for that idea to be shattered as i grew up women are abused every day paid less than their male counterparts seen as less than",0
1416,magkano kaya binayad nila sa december avenue at kay moira,1
1418,i cant believe na mas shinip ko talaga sila plus i have never watched any kathniel movie that time,3
1421,many films have done justice for the hardships of ofws but this film offers a more unsatisfied and discontent perspective,0
1424,sobrang manipulative sadboi ni ethan lol,0
1427,ewan ko sainyo basta iniyakan koto,-1
1429,realistic take on relationships,4
1432,manipulative amp,2
1433,may talent fee rin kaya dimple ni alden,1
1439,parang lahat lumilipas dahil sa mabilis na takbo ng buhay,1
1441,kung mahal mo ako bakit pinapapili moko kung mahal mo ako bakit hindi ako ang piliin mo,1
1442,mahal kita,2
1444,"tugon relationships don't work if both your goals clash each other's!! ethan's brother was the most annoying character i hate how yung redemption niya is him making a joke kay ethan which is a common occurrence sa pinoy movies, esp pag mali talaga ginawa nung character ethan was pushy and selfish period pag babae nagbigay ng maraming pera, tanga pag naman inuna sarili, masama",0
1455,parang hongkong,5
1456,truly unforch......,2
1457,sarili munaaa,1
1458,kung mahal mo ko bakit papipiliin mo ko,1
1461,oi taena bat mas sumaket nung nag enroll ako ng nursing tapos nirewatch ko to hahhavsudbdhf,1
1464,"i usually find the writing and acting in these quite corny unrelatable, but this one is the complete polar opposite",0
1465,"'sus nakainis ka ethan, napaka controlling and manipulative mo it's not joy's fault you keep making rash decisions, so stop caging her!!",4
1467,"atin ang west philippine sea, pati na rin ang central",-1
1468,two and a half points para lang kay kathryn,2
1470,knife to the heart,-1
1471,"pag bigay nang bigay, tanga pag inuna naman ang sarili, masama",1
1472,"pag pangit, stalker creepy weird",-1
1473,"kapag may nagbabamggit ng ofw, ang lagi kong naiisip ay mga businessmen na laging nasa abroad dahil naroon nakastation ang trabaho niya hindi ko naiisip na may iba ring ofw na gumagapang na para lang may maibigay na pera sa kanilang pamilya dito sa pinas ganoon ang realidad ng karamihan pala, lalo na mga pilipino na tuluyang naghahanap ng trabaho kahit delikado, para lang maiangat sa kahirapan ang kanilang mga mahal sa buhay paano mo na mabibigyan yung sarili mo ng oras kung ang buong pagkatao mo ay inalay mo na para sa buhay ng iba masaya akong pinili ni joy ang sarili niya",1
1474,not much of a fan bc there were too many plot holes which i think can be cleared up in a second movie aldens character wasnt good tbh i kinda hated him throughout the movie bc it was giving insecure male who cant let his girl flourish as an individual nakakasakalvibes but his character development towards the end was better,0
1475,"hindi porket hindi ka pinili ay hindi ka na mahal, minsan may mas dapat lang muna unahin",1
1477,kung mahal mo ako bakit pinapapili mo ako,1
1479,eye cleanse ba,2
1480,ayaw ko kay ethan bad vibes siya,-1
1481,all or nothing how can you love someone if don't give your all,4
1483,"putangina mo pri, ilang months palang kayo may singsing ka na",1
1484,pinanood namin sa school while waiting for grades,1
1491,first time na hindi ako naboring sa isang fil romance movie what,3
1493,"but then again it's also really not and to make things worse, alden's character was the one throwing these lines",0
1494,whahsurhajci di na nauubos ung luha ko mga sis paano na toh,1
1495,ano ba yan edi mas lalo sila hindi makakauwi sa bday ni anne,1
1496,cathy garcia red flag men,-1
1498,i hated aldens character like who are you to tell me to stay here my godddd super irritated ako because of him,0
1499,"pero, kahit gaano natin kamahal ang taong 'yan, 'di natin mabibigyan sila ng sapat at buo na pagmamahal kung hindi natin inuuna ang sarili mahal kita hindi natin pwedeng ipilit ang mga sitwasyon na palaging nasa pabor natin marami talaga tayong mami meet na tao na tuturuan tayo kung paano magmahal at mawawala rin sila sa oras na tapos na silang gumawa ng importanteng purpose sa buhay natin lahat ng storyline ay may beginning, middle, at end",1
1503,ang choice ay para lang sa mayayaman,-1
1504,"not a fan of the characters, and the plot maganda naman ang direction, pero parang kulang yung plot i can't seem to point out really what went wrong with the movie pero hindi ko lang sya trip",0
1505,"i wanted to drop this multiple just because alden richards character was just super shit, especially in the beginning their relationship felt very artificial, but the really emotional monologues they had kind of made up for its inauthenticity",0
1510,k lanh,2
1512,hindi nakauwi si joy nung birthday ni anne,1
1514,last na yan ahh,1
1516,that hurt like shit kathryn please,-1
1519,aaaaaaaa what the flip,2
1520,inantok ako this time sorry lit rally watched it at 3 am w a friend,3
1521,hindi nakakasakal kundi mapagbigay,1
1529,"missmaam was working 24 7 pero sobrang pretty pa rinalden's just a guy who can't take no for an answer, whata creepy dudekung mahal mo ako bakit 'di ako ang piliin mo",1
1532,alden kinda got me inis but wtv its not bad,-1
1533,may kulang sa loob ko na hindi kayang punan kahit ng pagmamahal mo,1
1535,really hate this trope and ethan gave me the ick sometimes,0
1538,2 bakit kayo bibili ng lupa at mags settle sa etivac,1
1539,i will never understand why this needs a sequel,0
1540,"kung mahal mo ako, bakit hindi ako ang piliin mo kung mahal mo ako, bakit pinapapili mo ako",1
1541,iiyak sana ako kaso nakakatawa mukha ni alden ewwie fuck no creepy stalker vibes character ni alfen fuck no ew pass,-1
1549,nakakasabay naman si alden pero hindi ko masyado gusto yung pagkagawa ng character nya,1
1550,my la la land enjoyer wong kar wai cinephile ass is losing ittt,-1
1551,katakot c alden,-1
1553,"ang babae pag bigay nang bigay pag inuna naman ang sarili, masama san ba talaga kami lulugar, ate vi di ko na alam eh ang pagmamahal ba sa sakripisyo lang maipapakita, ha minus one star lang kasi nakakairita na yung mga pick up line ni alden",1
1555,"ngek right person, wrong timing",4
1556,had to rewarch kasiii gusto ko,2
1558,same feels padin nung 1st time ko napanood,1
1559,filipino movies too predictable,0
1561,you wouldnt get it...,2
1565,hahahshahsha parang 1 month situationship lang,1
1566,walang mago ofw at magsasakripisyo ng malala kung maayos lang ang pamamalakad ng gobyerno,1
1567,"daming realizations, lalo na abt sa relationship",2
1569,moral of the story isang malaking red flag si ethan,-1
1570,the missing 1 they literally disgust me,2
1572,yung joy pangalan mo pero di ka masaya,1
1573,"and red flag ni ethan amp, si joy pa yung selfish pala desisyon ka rin e",-1
1574,yung kulang na 1,1
1575,"bat ang creepy ng character ni alden omg how is this romantic, literal na creep",-1
1578,kathryn bernardo iba ka talaga kahit kailan,1
1581,"he says he super duper loves her to the max but i dont think this man knows how to love, only follow toxic patterns from his past relationships",4
1582,hardships na nararanasan ng ofws nakakaiyak 'to,1
1583,cant let anyone know i somehow fw this,-1
1584,"as much as i disliked aldens character and his acting still, i am quite mixed on several aspects of the film to bring forward a topic such as that in a mainstream film is a nice change of pace however, it is instantly forgotten about and left unexplored by the second half the dialogue is a little too on the nose at times as well, which can make some scenes feel a little superficial please get rid of full english dialogue between our pure filipino leads, please, unless absolutely necessary in which case, it wasn't in terms of cinematography, i found it to be on and off why is he just so good at everything, even in playing an annoying character other aspects are quite weak god, i'm sorry, but i couldn't stand alden's acting , and perhaps a slightly different ending would have sufficed, yet by the end of it, it didn't feel poorly made for the sake of profit ns voice again 2 3 years p",0
1590,"she was forced to choose between herself and her family or her love interest ah basta, there would still be times where...",4
1593,bakit daw ampopogi ng kapatid ni alden,1
1594,feeling ko may leukemia si maricel lacsa pangilinan pero hindi naman kinonfirm so domestic abuse yon pero bat andun yung hong kongian na asawa or inassume ko lang talaga para mas painful yung scene na yon,1
1595,kuuuuuuung diiii riiin tayoooo sa huliiiiii,1
1596,ang painful nung subplot ng mom ni joy,1
1597,"but director cathy garcia molina defecates those usual star cinema formulaic shit that stinks the middle part of the storytoo bad but director cathy garcia molina poops many formulaic star cinema shit ruining the film hello love goodbye works only at its first hour and its last 15 minutes of the film no time for joy, no time for love, no time to enjoy our current disposition now any naive sexualized young male filipino doing a daniel padilla or alden richards to a kathryn bernardo is a crime punishable by fines or at worst, jail time no wonder daniel padilla never passionately supports hello love goodbye until the second half came which quickly abandons this great promising story for direk cathy garcia molina to poop to us the standard star cinema formulaic shit that stinks already am really expecting the real plot to unravel on the second half however, i got appalled when hello love goodbye suddenly shifts into your typical standard shitty star cinema family romcom formula that is so uncalled for this really ruined the movie nabitin na, nagoyo pa tayo sa hello love goodbye na ito unnecessary kilig moments, 2 blatant over exposure of unnecessary supporting charactrers3 resulting to a big pile of mainstream star cinema shit taking over the 2nd half of the film the star cinema formulaic shit forced upon on the 2nd part of hello, love, goodbye feels like a typical shitty star cinema story of its own therefore, hello, love, goodbye never continues, never finishes and cuts short its real and promising ofw story that it masterfully sets up at the start but not hello love goodbye instead, this star cinema formula injected at the middle part of hello, love, goodbye causes a sudden change of the story, making me feel that i am not watching the continuation of its promising first half which is too bad and very disappointing it is really stupid for star cinema ever since to forcibly insert that singular usual repetitive worn out family romcom formula on most star cinema movies of varying stories so stupid indeed while this worn out formula works on some films, it fails miserably and ruins so many star cinema films instead, we get to watch another typical star cinema formulaic romantic shit which should not be part of the real story maymay entrata is so underutilized alden richards as ethan's family should never be one of the main focus of the film those kilig scenes are so forced upon alden richards and kathryn bernardo too bad these bloated 2nd half of hello love goodbye gives us unnecessary shit while depriving us of the real stakes of the story that really matter with this, the film really falters but it is too late a big void is left on the 2nd half of the film which fails to bear fruit the promising ofw story that the film first introduces to us hello, love, goodbye is really a missed opportunity for star cinema star cinema chose to inject the usual mainstream formulaic shit that really leaves a void on the potentially inspiring ofw story which really shortchanges the audience outright too bad direk cathy garcia molina fails to handle alden richards's good talent well in the film as she foolishly swings his character from a free spirited sex crazed playboy into a more serious yet passionate romantic the hows of us may not be a great film some scenes before that mid scene and the later scenes after are somewhat unnecessary and could be shit hello, love, goodbye is the opposite however, the middle second half of the film suddenly turns to shit which irreversibly damaged the integrity of the entire story and film finally, i also complain on how hello, love, goodbye visually depicts the beautiful hong kong the unusually bright lighting on various hong kong settings are slightly irritating to the eyes i can't really determine if hello, love, goodbye has poor cinematography or direk cathy molina intends to have this visual flaw on purpose to support the real theme message of the film",-1
1600,"but they labor under a system that seems intent on limiting them to do so is illegal that's a lot less interesting, even though there are aspects to ethan's story that are kind of intriguing as well the film bends its story around the fate of their relationship, and it isn't quite able to make it feel weighty enough to stand up to the larger issues that the characters are facing",0
1602,sadly i cant call it bad,6
1603,"alam niyo yung damit niyo na bagong bili na kapag unang suot pa lang, parang uncomfortable pa",1
1605,"ang aligaga acting meme, not my brand may off lang sa barkadahan ng guys this time around sorry ryzza mae pero di ako naiyak",1
1606,"this is a film i normally dont go for i felt i wasnt mentally ready for that haha was it cheesy sometimes overly romantic life is unfair it also didnt present perfect characters, which is rare for a filipino mainstream romance movie this one had messy people",0
1609,"all or nothing sabi nga niya pero aside from that, yung hirap ng ofw talaga is yung central theme ng kwento yung pangarap mo versus pangarap mo para sa pamilya mo yung paano ka ba pipili sa ganun yung sitwasyon mo na wala ka naman choice",1
